+---------------------------------------------------------------------------------------------------------+-------------------------------------------------------+----------+
| Class                                                                                                   | Registry name                                         | Ticking? |
| mods.railcraft.common.blocks.machine.manipulator.TileDispenserCart                                      | railcraft:manipulator_dispenser_cart                  |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileDispenserTrain                                     | railcraft:manipulator_dispenser_train                 |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileFluidLoader                                        | railcraft:manipulator_fluid_loader                    |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileFluidUnloader                                      | railcraft:manipulator_fluid_unloader                  |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileIC2Loader                                          | railcraft:manipulator_ic2_loader                      |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileIC2Unloader                                        | railcraft:manipulator_ic2_unloader                    |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileItemLoader                                         | railcraft:manipulator_item_loader                     |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileItemLoaderAdvanced                                 | railcraft:manipulator_item_loader_adv                 |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileItemUnloader                                       | railcraft:manipulator_item_unloader                   |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileItemUnloaderAdvanced                               | railcraft:manipulator_item_unloader_adv               |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileRFLoader                                           | railcraft:manipulator_rf_loader                       |      yes |
| mods.railcraft.common.blocks.machine.manipulator.TileRFUnloader                                         | railcraft:manipulator_rf_unloader                     |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.actuators.TileActuatorLever                             | railcraft:actuator_lever                              |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.actuators.TileActuatorMotor                             | railcraft:actuator_motor                              |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.actuators.TileActuatorRouting                           | railcraft:actuator_router                             |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.boxes.TileBoxAnalog                                     | railcraft:signal_box_analog                           |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.boxes.TileBoxCapacitor                                  | railcraft:signal_box_capacitor                        |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.boxes.TileBoxController                                 | railcraft:signal_box_controller                       |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.boxes.TileBoxInterlock                                  | railcraft:signal_box_interlock                        |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.boxes.TileBoxReceiver                                   | railcraft:signal_box_receiver                         |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.boxes.TileBoxRelay                                      | railcraft:signal_box_relay                            |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.boxes.TileBoxSequencer                                  | railcraft:signal_box_sequencer                        |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.signals.TileSignalBlock                                 | railcraft:signal_distant                              |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.signals.TileSignalBlockDual                             | railcraft:signal_block_dual                           |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.signals.TileSignalDistant                               | railcraft:signal_block                                |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.signals.TileSignalDistantDual                           | railcraft:signal_distant_dual                         |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.signals.TileSignalToken                                 | railcraft:signal_token                                |      yes |
| mods.railcraft.common.blocks.machine.wayobjects.signals.TileSignalTokenDual                             | railcraft:signal_token_dual                           |      yes |
| mods.railcraft.common.blocks.machine.worldspike.TileWorldspike                                          | railcraft:worldspike_standard                         |      yes |
| mods.railcraft.common.blocks.machine.worldspike.TileWorldspikeAdmin                                     | railcraft:worldspike_admin                            |      yes |
| mods.railcraft.common.blocks.machine.worldspike.TileWorldspikePassive                                   | railcraft:worldspike_passive                          |      yes |
| mods.railcraft.common.blocks.machine.worldspike.TileWorldspikePersonal                                  | railcraft:worldspike_personal                         |      yes |
| mods.railcraft.common.blocks.multi.TileBlastFurnace                                                     | railcraft:blast_furnace                               |      yes |
| mods.railcraft.common.blocks.multi.TileBoilerFireboxFluid                                               | railcraft:boiler_firebox_fluid                        |      yes |
| mods.railcraft.common.blocks.multi.TileBoilerFireboxSolid                                               | railcraft:boiler_firebox_solid                        |      yes |
| mods.railcraft.common.blocks.multi.TileBoilerTankHigh                                                   | railcraft:boiler_tank_pressure_high                   |      yes |
| mods.railcraft.common.blocks.multi.TileBoilerTankLow                                                    | railcraft:boiler_tank_pressure_low                    |      yes |
| mods.railcraft.common.blocks.multi.TileCokeOven                                                         | railcraft:coke_oven                                   |      yes |
| mods.railcraft.common.blocks.multi.TileFluxTransformer                                                  | railcraft:flux_transformer                            |      yes |
| mods.railcraft.common.blocks.multi.TileRockCrusher                                                      | railcraft:rock_crusher                                |      yes |
| mods.railcraft.common.blocks.multi.TileSteamOven                                                        | railcraft:steam_oven                                  |      yes |
| mods.railcraft.common.blocks.multi.TileSteamTurbine                                                     | railcraft:steam_turbine                               |      yes |
| mods.railcraft.common.blocks.multi.TileTankIronGauge                                                    | railcraft:tank_iron_gauge                             |      yes |
| mods.railcraft.common.blocks.multi.TileTankIronValve                                                    | railcraft:tank_iron_valve                             |      yes |
| mods.railcraft.common.blocks.multi.TileTankIronWall                                                     | railcraft:tank_iron_wall                              |      yes |
| mods.railcraft.common.blocks.multi.TileTankSteelGauge                                                   | railcraft:tank_steel_gauge                            |      yes |
| mods.railcraft.common.blocks.multi.TileTankSteelValve                                                   | railcraft:tank_steel_valve                            |      yes |
| mods.railcraft.common.blocks.multi.TileTankSteelWall                                                    | railcraft:tank_steel_wall                             |      yes |
| mods.railcraft.common.blocks.multi.TileTankWater                                                        | railcraft:water_tank                                  |      yes |
| mods.railcraft.common.blocks.single.TileAdminSteamProducer                                              | railcraft:admin_steam_producer                        |      yes |
| mods.railcraft.common.blocks.single.TileChestMetals                                                     | railcraft:chest_metals                                |      yes |
| mods.railcraft.common.blocks.single.TileChestVoid                                                       | railcraft:chest_void                                  |      yes |
| mods.railcraft.common.blocks.single.TileEngineSteamHigh                                                 | railcraft:engine_steam_industrial                     |      yes |
| mods.railcraft.common.blocks.single.TileEngineSteamHobby                                                | railcraft:engine_steam_hobby                          |      yes |
| mods.railcraft.common.blocks.single.TileEngineSteamLow                                                  | railcraft:engine_steam_commercial                     |      yes |
| mods.railcraft.common.blocks.single.TileEngravingBench                                                  | railcraft:engraving_bench                             |      yes |
| mods.railcraft.common.blocks.single.TileForceTrackEmitter                                               | railcraft:force_track_emitter                         |      yes |
| mods.railcraft.common.blocks.single.TileTradeStation                                                    | railcraft:trade_station                               |      yes |
| mods.railcraft.common.blocks.tracks.force.TileTrackForce                                                | railcraft:track_force                                 |        - |
| mods.railcraft.common.blocks.tracks.outfitted.TileTrackOutfitted                                        | railcraft:track.outfitted                             |        - |
| mods.railcraft.common.blocks.tracks.outfitted.TileTrackOutfittedTicking                                 | railcraft:track.outfitted.ticking                     |      yes |
| mods.railcraft.common.items.firestone.TileRitual                                                        | railcraft:ritual                                      |      yes |
| mrriegel.storagenetwork.block.cable.TileCable                                                           | storagenetwork:tilekabel                              |        - |
| mrriegel.storagenetwork.block.cable.io.TileCableIO                                                      | storagenetwork:tilekabelio                            |        - |
| mrriegel.storagenetwork.block.cable.link.TileCableLink                                                  | storagenetwork:tilekabellink                          |        - |
| mrriegel.storagenetwork.block.cable.linksimple.TileCableLinkSimple                                      | storagenetwork:tilesimple                             |        - |
| mrriegel.storagenetwork.block.cable.processing.TileCableProcess                                         | storagenetwork:tilekabelprocess                       |        - |
| mrriegel.storagenetwork.block.control.TileControl                                                       | storagenetwork:tilecontrol                            |        - |
| mrriegel.storagenetwork.block.inventory.TileInventory                                                   | storagenetwork:tileinventory                          |        - |
| mrriegel.storagenetwork.block.master.TileMaster                                                         | storagenetwork:tilemaster                             |      yes |
| mrriegel.storagenetwork.block.request.TileRequest                                                       | storagenetwork:tilerequest                            |        - |
| net.blay09.mods.cookingforblockheads.tile.TileCabinet                                                   | cookingforblockheads:cabinet                          |      yes |
| net.blay09.mods.cookingforblockheads.tile.TileCookingTable                                              | cookingforblockheads:cooking_table                    |        - |
| net.blay09.mods.cookingforblockheads.tile.TileCorner                                                    | cookingforblockheads:corner                           |        - |
| net.blay09.mods.cookingforblockheads.tile.TileCounter                                                   | cookingforblockheads:counter                          |      yes |
| net.blay09.mods.cookingforblockheads.tile.TileCowJar                                                    | cookingforblockheads:cow_jar                          |      yes |
| net.blay09.mods.cookingforblockheads.tile.TileCuttingBoard                                              | cookingforblockheads:cutting_board                    |        - |
| net.blay09.mods.cookingforblockheads.tile.TileFridge                                                    | cookingforblockheads:fridge                           |      yes |
| net.blay09.mods.cookingforblockheads.tile.TileFruitBasket                                               | cookingforblockheads:fruit_basket                     |        - |
| net.blay09.mods.cookingforblockheads.tile.TileMilkJar                                                   | cookingforblockheads:milk_jar                         |        - |
| net.blay09.mods.cookingforblockheads.tile.TileOven                                                      | cookingforblockheads:oven                             |      yes |
| net.blay09.mods.cookingforblockheads.tile.TileSink                                                      | cookingforblockheads:sink                             |        - |
| net.blay09.mods.cookingforblockheads.tile.TileSpiceRack                                                 | cookingforblockheads:spice_rack                       |        - |
| net.blay09.mods.cookingforblockheads.tile.TileToaster                                                   | cookingforblockheads:toaster                          |      yes |
| net.blay09.mods.cookingforblockheads.tile.TileToolRack                                                  | cookingforblockheads:tool_rack                        |        - |
| net.blay09.mods.waystones.block.TileWaystone                                                            | waystones:waystone                                    |        - |
| net.darkhax.eplus.block.tileentity.TileEntityAdvancedTable                                              | minecraft:eplus.advanced.table                        |      yes |
| net.darkhax.eplus.block.tileentity.TileEntityDecoration                                                 | minecraft:eplus.decorative.book                       |      yes |
| net.geforcemods.securitycraft.api.CustomizableSCTE                                                      | securitycraft:customizable                            |      yes |
| net.geforcemods.securitycraft.api.TileEntityOwnable                                                     | securitycraft:ownable                                 |        - |
| net.geforcemods.securitycraft.api.TileEntitySCTE                                                        | securitycraft:abstract                                |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityAlarm                                                | securitycraft:alarm                                   |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityBlockPocket                                          | securitycraft:block_pocket                            |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityBlockPocketManager                                   | securitycraft:block_pocket_manager                    |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityCageTrap                                             | securitycraft:cage_trap                               |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityClaymore                                             | securitycraft:claymore                                |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityIMS                                                  | securitycraft:ims                                     |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityInventoryScanner                                     | securitycraft:inventory_scanner                       |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityIronFence                                            | securitycraft:iron_fence                              |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityKeycardReader                                        | securitycraft:keycard_reader                          |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityKeypad                                               | securitycraft:keypad                                  |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityKeypadChest                                          | securitycraft:keypad_chest                            |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityKeypadDoor                                           | securitycraft:keypad_door                             |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityKeypadFurnace                                        | securitycraft:keypad_furnace                          |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityLaserBlock                                           | securitycraft:laser_block                             |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityLogger                                               | securitycraft:username_logger                         |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityMotionLight                                          | securitycraft:motion_light                            |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityPortableRadar                                        | securitycraft:portable_radar                          |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityProjector                                            | securitycraft:projector                               |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityProtecto                                             | securitycraft:protecto                                |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityReinforcedHopper                                     | securitycraft:reinforced_hopper                       |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityReinforcedIronBars                                   | securitycraft:reinforced_iron_bars                    |        - |
| net.geforcemods.securitycraft.tileentity.TileEntityRetinalScanner                                       | securitycraft:retinal_scanner                         |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityScannerDoor                                          | securitycraft:scanner_door                            |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntitySecretSign                                           | securitycraft:secret_sign                             |        - |
| net.geforcemods.securitycraft.tileentity.TileEntitySecurityCamera                                       | securitycraft:security_camera                         |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityTrackMine                                            | securitycraft:track_mine                              |        - |
| net.geforcemods.securitycraft.tileentity.TileEntityTrophySystem                                         | securitycraft:trophy_system                           |      yes |
| net.geforcemods.securitycraft.tileentity.TileEntityWhitelistOnly                                        | securitycraft:reinforced_pressure_plate               |      yes |
| net.minecraft.block.BlockJukebox$TileEntityJukebox                                                      | minecraft:jukebox                                     |        - |
| net.minecraft.tileentity.TileEntityBanner                                                               | minecraft:banner                                      |        - |
| net.minecraft.tileentity.TileEntityBeacon                                                               | minecraft:beacon                                      |      yes |
| net.minecraft.tileentity.TileEntityBed                                                                  | minecraft:bed                                         |        - |
| net.minecraft.tileentity.TileEntityBrewingStand                                                         | minecraft:brewing_stand                               |      yes |
| net.minecraft.tileentity.TileEntityChest                                                                | minecraft:chest                                       |      yes |
| net.minecraft.tileentity.TileEntityCommandBlock                                                         | minecraft:command_block                               |        - |
| net.minecraft.tileentity.TileEntityComparator                                                           | minecraft:comparator                                  |        - |
| net.minecraft.tileentity.TileEntityDaylightDetector                                                     | minecraft:daylight_detector                           |      yes |
| net.minecraft.tileentity.TileEntityDispenser                                                            | minecraft:dispenser                                   |        - |
| net.minecraft.tileentity.TileEntityDropper                                                              | minecraft:dropper                                     |        - |
| net.minecraft.tileentity.TileEntityEnchantmentTable                                                     | minecraft:enchanting_table                            |      yes |
| net.minecraft.tileentity.TileEntityEndGateway                                                           | minecraft:end_gateway                                 |      yes |
| net.minecraft.tileentity.TileEntityEnderChest                                                           | minecraft:ender_chest                                 |      yes |
| net.minecraft.tileentity.TileEntityFlowerPot                                                            | minecraft:flower_pot                                  |        - |
| net.minecraft.tileentity.TileEntityMobSpawner                                                           | minecraft:mob_spawner                                 |      yes |
| net.minecraft.tileentity.TileEntityNote                                                                 | minecraft:noteblock                                   |        - |
| net.minecraft.tileentity.TileEntityPiston                                                               | minecraft:piston                                      |      yes |
| net.minecraft.tileentity.TileEntityShulkerBox                                                           | minecraft:shulker_box                                 |      yes |
| net.minecraft.tileentity.TileEntitySign                                                                 | minecraft:sign                                        |        - |
| net.minecraft.tileentity.TileEntitySkull                                                                | minecraft:skull                                       |      yes |
| net.minecraft.tileentity.TileEntityStructure                                                            | minecraft:structure_block                             |        - |
| pl.asie.foamfix.common.TileEntityFasterHopper                                                           | minecraft:hopper                                      |      yes |
| shadows.fastfurnace.block.TileFastFurnace                                                               | minecraft:furnace                                     |      yes |
| slimeknights.tconstruct.gadgets.tileentity.TileDryingRack                                               | minecraft:tconstruct.drying_rack                      |      yes |
| slimeknights.tconstruct.gadgets.tileentity.TileItemRack                                                 | minecraft:tconstruct.item_rack                        |        - |
| slimeknights.tconstruct.gadgets.tileentity.TileSlimeChannel                                             | minecraft:tconstruct.slime_channel                    |        - |
| slimeknights.tconstruct.gadgets.tileentity.TileWoodenHopper                                             | minecraft:tconstruct.wooden_hopper                    |      yes |
| slimeknights.tconstruct.shared.tileentity.TileTable                                                     | minecraft:tconstruct.table                            |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileCastingBasin                                            | minecraft:tconstruct.casting_basin                    |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileCastingTable                                            | minecraft:tconstruct.casting_table                    |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileChannel                                                 | minecraft:tconstruct.channel                          |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileDrain                                                   | minecraft:tconstruct.smeltery_drain                   |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileFaucet                                                  | minecraft:tconstruct.faucet                           |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileSearedFurnace                                           | minecraft:tconstruct.seared_furnace                   |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileSmeltery                                                | minecraft:tconstruct.smeltery_controller              |      yes |
| slimeknights.tconstruct.smeltery.tileentity.TileSmelteryComponent                                       | minecraft:tconstruct.smeltery_component               |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileTank                                                    | minecraft:tconstruct.tank                             |        - |
| slimeknights.tconstruct.smeltery.tileentity.TileTinkerTank                                              | minecraft:tconstruct.tinker_tank                      |      yes |
| slimeknights.tconstruct.tools.common.tileentity.TileCraftingStation                                     | minecraft:tconstruct.craftingstation                  |        - |
| slimeknights.tconstruct.tools.common.tileentity.TilePartBuilder                                         | minecraft:tconstruct.partbuilder                      |        - |
| slimeknights.tconstruct.tools.common.tileentity.TilePartChest                                           | minecraft:tconstruct.partchest                        |        - |
| slimeknights.tconstruct.tools.common.tileentity.TilePatternChest                                        | minecraft:tconstruct.patternchest                     |        - |
| slimeknights.tconstruct.tools.common.tileentity.TileStencilTable                                        | minecraft:tconstruct.stenciltable                     |        - |
| slimeknights.tconstruct.tools.common.tileentity.TileToolForge                                           | minecraft:tconstruct.toolforge                        |        - |
| slimeknights.tconstruct.tools.common.tileentity.TileToolStation                                         | minecraft:tconstruct.toolstation                      |        - |
| team.chisel.common.block.TileAutoChisel                                                                 | chisel:auto_chisel                                    |      yes |
| toughasnails.tileentity.TileEntityTemperatureSpread                                                     | minecraft:temperature_spread                          |      yes |
| twilightforest.tileentity.TileEntityTFAntibuilder                                                       | twilightforest:tower_reverter                         |      yes |
| twilightforest.tileentity.TileEntityTFCReactorActive                                                    | twilightforest:carminite_reactor_active               |      yes |
| twilightforest.tileentity.TileEntityTFCinderFurnace                                                     | twilightforest:cinder_furnace                         |      yes |
| twilightforest.tileentity.TileEntityTFFlameJet                                                          | twilightforest:flame_jet                              |      yes |
| twilightforest.tileentity.TileEntityTFGhastTrapActive                                                   | twilightforest:ghast_trap_active                      |      yes |
| twilightforest.tileentity.TileEntityTFGhastTrapInactive                                                 | twilightforest:ghast_trap_inactive                    |      yes |
| twilightforest.tileentity.TileEntityTFPoppingJet                                                        | twilightforest:popping_jet                            |      yes |
| twilightforest.tileentity.TileEntityTFSmoker                                                            | twilightforest:smoker                                 |      yes |
| twilightforest.tileentity.TileEntityTFTowerBuilder                                                      | twilightforest:tower_builder                          |      yes |
| twilightforest.tileentity.TileEntityTFTrophy                                                            | twilightforest:trophy                                 |      yes |
| twilightforest.tileentity.critters.TileEntityTFCicadaTicking                                            | twilightforest:cicada                                 |      yes |
| twilightforest.tileentity.critters.TileEntityTFFireflyTicking                                           | twilightforest:firefly                                |      yes |
| twilightforest.tileentity.critters.TileEntityTFMoonwormTicking                                          | twilightforest:moonworm                               |      yes |
| twilightforest.tileentity.spawner.TileEntityTFAlphaYetiSpawner                                          | twilightforest:alpha_yeti_spawner                     |      yes |
| twilightforest.tileentity.spawner.TileEntityTFFinalBossSpawner                                          | twilightforest:final_boss_spawner                     |      yes |
| twilightforest.tileentity.spawner.TileEntityTFHydraSpawner                                              | twilightforest:hydra_spawner                          |      yes |
| twilightforest.tileentity.spawner.TileEntityTFKnightPhantomsSpawner                                     | twilightforest:knight_phantom_spawner                 |      yes |
| twilightforest.tileentity.spawner.TileEntityTFLichSpawner                                               | twilightforest:lich_spawner                           |      yes |
| twilightforest.tileentity.spawner.TileEntityTFMinoshroomSpawner                                         | twilightforest:minoshroom_spawner                     |      yes |
| twilightforest.tileentity.spawner.TileEntityTFNagaSpawner                                               | twilightforest:naga_spawner                           |      yes |
| twilightforest.tileentity.spawner.TileEntityTFSnowQueenSpawner                                          | twilightforest:snow_queen_spawner                     |      yes |
| twilightforest.tileentity.spawner.TileEntityTFTowerBossSpawner                                          | twilightforest:tower_boss_spawner                     |      yes |
| vazkii.quark.automation.tile.TileChute                                                                  | quark:chute                                           |        - |
| vazkii.quark.automation.tile.TileEnderWatcher                                                           | quark:ender_watcher                                   |      yes |
| vazkii.quark.automation.tile.TileInductor                                                               | quark:inductor                                        |        - |
| vazkii.quark.automation.tile.TileRainDetector                                                           | quark:rain_detector                                   |      yes |
| vazkii.quark.decoration.tile.TileCustomChest                                                            | quark:quark_chest                                     |      yes |
| vazkii.quark.oddities.tile.TileMatrixEnchanter                                                          | quark:matrix_enchanter                                |      yes |
| vazkii.quark.oddities.tile.TileTinyPotato                                                               | quark:tiny_potato                                     |      yes |
| vazkii.quark.world.tile.TileMonsterBox                                                                  | quark:monster_box                                     |      yes |
| vazkii.quark.world.tile.TileSmoker                                                                      | quark:smoker                                          |      yes |
| xt9.deepmoblearning.common.tiles.TileEntityExtractionChamber                                            | deepmoblearning:extraction_chamber                    |      yes |
| xt9.deepmoblearning.common.tiles.TileEntitySimulationChamber                                            | deepmoblearning:simulation_chamber                    |      yes |
| xt9.deepmoblearning.common.tiles.TileEntityTrialKeystone                                                | deepmoblearning:trial_keystone                        |      yes |
+---------------------------------------------------------------------------------------------------------+-------------------------------------------------------+----------+
| Class                                                                                                   | Registry name                                         | Ticking? |
+---------------------------------------------------------------------------------------------------------+-------------------------------------------------------+----------+
