+----------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                        |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                              |
| *** ALSO ***                                                                                                                                                                                                                           |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                              |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                               |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                              |
+----------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-------------------------------------------------------------+
| Mod name                   | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                               |
| Pam's HarvestCraft         | harvestcraft:footlongitem                       |    9666 |        0 |    false | Footlong                            |      8 |        1.2 | foodFootlong                                                |
| Pam's HarvestCraft         | harvestcraft:fortunecookieitem                  |   10003 |        0 |    false | Fortune Cookie                      |      5 |        1.2 | foodFortunecookie,listAllcookie                             |
| Pam's HarvestCraft         | harvestcraft:frenchtoastitem                    |    9650 |        0 |    false | French Toast                        |      8 |        1.2 | foodFrenchtoast                                             |
| Pam's HarvestCraft         | harvestcraft:friedbolognasandwichitem           |   10161 |        0 |    false | Fried Bologna Sandwich              |      8 |        1.2 | foodFriedbolognasandwich                                    |
| Pam's HarvestCraft         | harvestcraft:friedchickenitem                   |    9665 |        0 |    false | Fried Chicken                       |      8 |        1.2 | foodFriedchicken                                            |
| Pam's HarvestCraft         | harvestcraft:friedeggitem                       |    9480 |        0 |    false | Fried Egg                           |      3 |        1.2 | foodFriedegg                                                |
| Pam's HarvestCraft         | harvestcraft:friedfeastitem                     |   10288 |        0 |    false | Fried Feast                         |     18 |        1.2 | foodFriedfeast                                              |
| Pam's HarvestCraft         | harvestcraft:friedgreentomatoesitem             |   10007 |        0 |    false | Fried Green Tomatoes                |      5 |        1.2 | foodFriedgreentomatoes                                      |
| Pam's HarvestCraft         | harvestcraft:friedonionsitem                    |    9852 |        0 |    false | Fried Onions                        |      2 |        1.2 | foodFriedonions                                             |
| Pam's HarvestCraft         | harvestcraft:friedpecanokraitem                 |    9887 |        0 |    false | Fried Pecan Okra                    |      4 |        1.2 | foodFriedpecanokra                                          |
| Pam's HarvestCraft         | harvestcraft:friedriceitem                      |    9535 |        0 |    false | Fried Rice                          |      5 |        1.2 | foodFriedrice                                               |
| Pam's HarvestCraft         | harvestcraft:friesitem                          |    9464 |        0 |    false | Fries                               |      2 |        1.2 | foodFries                                                   |
| Pam's HarvestCraft         | harvestcraft:frogcookeditem                     |    9838 |        0 |    false | Cooked Frog Legs                    |      2 |        1.2 | foodFrogcooked                                              |
| Pam's HarvestCraft         | harvestcraft:froglegstirfryitem                 |   10036 |        0 |    false | Frog Leg Stirfry                    |      6 |        1.2 | foodFroglegstirfry                                          |
| Pam's HarvestCraft         | harvestcraft:frograwitem                        |   10329 |        0 |    false | Raw Frog                            |      1 |        0.6 | foodFrograw                                                 |
| Pam's HarvestCraft         | harvestcraft:frosteddonutitem                   |    9656 |        0 |    false | Frosted Donut                       |      8 |        1.2 | foodFrosteddonut                                            |
| Pam's HarvestCraft         | harvestcraft:fruitcakeitem                      |   10244 |        0 |    false | Fruit Cake                          |     11 |        1.2 | foodFruitcake                                               |
| Pam's HarvestCraft         | harvestcraft:fruitcreamfestivalbreaditem        |   10041 |        0 |    false | Fruit Cream Festival Bread          |      7 |        1.2 | foodFruitcreamfestivalbread                                 |
| Pam's HarvestCraft         | harvestcraft:fruitcrumbleitem                   |    9624 |        0 |    false | Fruit Crumble                       |      5 |        1.2 | foodFruitcrumble                                            |
| Pam's HarvestCraft         | harvestcraft:fruitpunchitem                     |    9699 |        0 |    false | Fruit Punch                         |      2 |        1.2 | foodFruitpunch                                              |
| Pam's HarvestCraft         | harvestcraft:fruitsaladitem                     |    9494 |        0 |    false | Fruit Salad                         |      2 |        1.2 | foodFruitsalad                                              |
| Pam's HarvestCraft         | harvestcraft:futomakiitem                       |    9819 |        0 |    false | Futo Maki                           |      9 |        1.2 | foodFutomaki                                                |
| Pam's HarvestCraft         | harvestcraft:gardensoupitem                     |    9708 |        0 |    false | Garden Soup                         |      4 |        1.2 | foodGardensoup                                              |
| Pam's HarvestCraft         | harvestcraft:garlicbreaditem                    |    9598 |        0 |    false | Garlic Bread                        |      7 |        1.2 | foodGarlicbread                                             |
| Pam's HarvestCraft         | harvestcraft:garlicchickenitem                  |    9600 |        0 |    false | Garlic Chicken                      |      6 |        1.2 | foodGarlicchicken                                           |
| Pam's HarvestCraft         | harvestcraft:garlicitem                         |    9098 |        0 |    false | Garlic                              |      1 |        0.6 | cropGarlic,listAllherb                                      |
| Pam's HarvestCraft         | harvestcraft:garlicmashedpotatoesitem           |    9599 |        0 |    false | Garlic Mashed Potatoes              |      6 |        1.2 | foodGarlicmashedpotatoes                                    |
| Pam's HarvestCraft         | harvestcraft:garlicsteakitem                    |   10062 |        0 |    false | Garlic Steak                        |      6 |        1.2 | foodGarlicsteak                                             |
| Pam's HarvestCraft         | harvestcraft:generaltsochickenitem              |    9817 |        0 |    false | General Tso's Chicken               |      7 |        1.2 | foodGeneraltsochicken                                       |
| Pam's HarvestCraft         | harvestcraft:gherkinitem                        |    9826 |        0 |    false | Gherkin                             |      5 |        1.2 | foodGherkin                                                 |
| Pam's HarvestCraft         | harvestcraft:gigapickleitem                     |    9166 |        0 |    false | Giga Pickle                         |      1 |        0.6 | foodGigapickle,foodPickles                                  |
| Pam's HarvestCraft         | harvestcraft:gingerbreaditem                    |    9591 |        0 |    false | Ginger Bread                        |      7 |        1.2 | foodGingerbread                                             |
| Pam's HarvestCraft         | harvestcraft:gingerchickenitem                  |    9756 |        0 |    false | Ginger Chicken                      |      6 |        1.2 | foodGingerchicken                                           |
| Pam's HarvestCraft         | harvestcraft:gingeredrhubarbtartitem            |    9759 |        0 |    false | Gingered Rhubarb Tart               |      8 |        1.2 | foodGingeredrhubarbtart                                     |
| Pam's HarvestCraft         | harvestcraft:gingeritem                         |    9100 |        0 |    false | Ginger                              |      1 |        0.6 | cropGinger,listAllspice                                     |
| Pam's HarvestCraft         | harvestcraft:gingersnapsitem                    |    9592 |        0 |    false | Ginger Snaps                        |      3 |        1.2 | foodGingersnaps                                             |
| Pam's HarvestCraft         | harvestcraft:gingersodaitem                     |    9746 |        0 |    false | Ginger Ale                          |      3 |        1.2 | foodGingersoda,listAllsoda                                  |
| Pam's HarvestCraft         | harvestcraft:glazedcarrotsitem                  |    9458 |        0 |    false | Glazed Carrots                      |      4 |        1.2 | foodGlazedcarrots                                           |
| Pam's HarvestCraft         | harvestcraft:glisteningsaladitem                |   10258 |        0 |    false | Glistening Salad                    |     12 |        1.2 | foodGlisteningsalad                                         |
| Pam's HarvestCraft         | harvestcraft:gooseberryitem                     |    9295 |        0 |    false | Gooseberry                          |      1 |        0.6 | cropGooseberry,listAllberry,listAllfruit                    |
| Pam's HarvestCraft         | harvestcraft:gooseberryjellyitem                |    9888 |        0 |    false | Gooseberry Jelly                    |      2 |        1.2 | foodGooseberryjelly                                         |
| Pam's HarvestCraft         | harvestcraft:gooseberryjellysandwichitem        |    9889 |        0 |    false | Gooseberry Jelly Sandwich           |      6 |        1.2 | foodGooseberryjellysandwich                                 |
| Pam's HarvestCraft         | harvestcraft:gooseberrymilkshakeitem            |    9890 |        0 |    false | Gooseberry Milkshake                |      3 |        1.2 | foodGooseberrymilkeshake                                    |
| Pam's HarvestCraft         | harvestcraft:gooseberrypieitem                  |    9891 |        0 |    false | Gooseberry Pie                      |      5 |        1.2 | foodGooseberrypie                                           |
| Pam's HarvestCraft         | harvestcraft:gooseberrysmoothieitem             |    9892 |        0 |    false | Gooseberry Smoothie                 |      3 |        1.2 | foodGooseberrysmoothie,listAllsmoothie                      |
| Pam's HarvestCraft         | harvestcraft:gooseberryyogurtitem               |    9893 |        0 |    false | Gooseberry Yogurt                   |      2 |        1.2 | foodGooseberryyogurt,listAllyogurt                          |
| Pam's HarvestCraft         | harvestcraft:gourmetbeefburgeritem              |   10292 |        0 |    false | Gourmet Beef Burger                 |     19 |        1.2 | foodGourmetbeefburger                                       |
| Pam's HarvestCraft         | harvestcraft:gourmetbeefpattyitem               |   10087 |        0 |    false | Gourmet Beef Patty                  |      6 |        1.2 | foodGourmetbeefpatty                                        |
| Pam's HarvestCraft         | harvestcraft:gourmetmuttonburgeritem            |   10280 |        0 |    false | Gourmet Mutton Burger               |     16 |        1.2 | foodGourmetmuttonburger                                     |
| Pam's HarvestCraft         | harvestcraft:gourmetmuttonpattyitem             |   10088 |        0 |    false | Gourmet Mutton Patty                |      6 |        1.2 | foodGourmetmuttonpatty                                      |
| Pam's HarvestCraft         | harvestcraft:gourmetporkburgeritem              |   10274 |        0 |    false | Gourmet Pork Burger                 |     14 |        1.2 | foodGourmetporkburger                                       |
| Pam's HarvestCraft         | harvestcraft:gourmetporkpattyitem               |   10089 |        0 |    false | Gourmet Pork Patty                  |      6 |        1.2 | foodGourmetporkpatty                                        |
| Pam's HarvestCraft         | harvestcraft:gourmetvenisonburgeritem           |   10297 |        0 |    false | Gourmet Venison Burger              |     20 |        1.2 | foodGourmetvenisonburger                                    |
| Pam's HarvestCraft         | harvestcraft:gourmetvenisonpattyitem            |   10090 |        0 |    false | Gourmet Venison Patty               |      6 |        1.2 | foodGourmetvenisonpatty                                     |
| Pam's HarvestCraft         | harvestcraft:grapefruititem                     |    9253 |        0 |    false | Grapefruit                          |      1 |        0.6 | cropGrapefruit,listAllcitrus,listAllfruit                   |
| Pam's HarvestCraft         | harvestcraft:grapefruitjellyitem                |    9785 |        0 |    false | Grapefruit Jelly                    |      2 |        1.2 | foodGrapefruitjelly                                         |
| Pam's HarvestCraft         | harvestcraft:grapefruitjellysandwichitem        |    9786 |        0 |    false | Grapefruit Jelly Sandwich           |      6 |        1.2 | foodGrapefruitjellysandwich                                 |
| Pam's HarvestCraft         | harvestcraft:grapefruitjuiceitem                |    9453 |        0 |    false | Grapefruit Juice                    |      2 |        1.2 | foodGrapefruitjuice,listAlljuice                            |
| Pam's HarvestCraft         | harvestcraft:grapefruitsmoothieitem             |    9787 |        0 |    false | Grapefruit Smoothie                 |      3 |        1.2 | foodGrapefruitjellysmoothie,listAllsmoothie                 |
| Pam's HarvestCraft         | harvestcraft:grapefruitsodaitem                 |    9789 |        0 |    false | Grapefruit Soda                     |      4 |        1.2 | foodGrapefruitsoda,listAllsoda                              |
| Pam's HarvestCraft         | harvestcraft:grapefruityogurtitem               |    9788 |        0 |    false | Grapefruit Yogurt                   |      2 |        1.2 | foodGrapefruityogurt,listAllyogurt                          |
| Pam's HarvestCraft         | harvestcraft:grapeitem                          |    9150 |        0 |    false | Grape                               |      1 |        0.6 | cropGrape,listAllfruit                                      |
| Pam's HarvestCraft         | harvestcraft:grapejellyitem                     |    9526 |        0 |    false | Grape Jelly                         |      2 |        1.2 | foodGrapejelly                                              |
| Pam's HarvestCraft         | harvestcraft:grapejuiceitem                     |    9434 |        0 |    false | Grape Juice                         |      2 |        1.2 | foodGrapejuice,listAlljuice                                 |
| Pam's HarvestCraft         | harvestcraft:grapesaladitem                     |    9527 |        0 |    false | Grape Salad                         |      3 |        1.2 | foodGrapesalad                                              |
| Pam's HarvestCraft         | harvestcraft:grapesmoothieitem                  |    9917 |        0 |    false | Grape Smoothie                      |      3 |        1.2 | foodGrapesmoothie,listAllsmoothie                           |
| Pam's HarvestCraft         | harvestcraft:grapesodaitem                      |    9747 |        0 |    false | Grape Soda                          |      4 |        1.2 | foodGrapesoda,listAllsoda                                   |
| Pam's HarvestCraft         | harvestcraft:grapeyogurtitem                    |    9671 |        0 |    false | Grape Yogurt                        |      2 |        1.2 | foodGrapeyogurt,listAllyogurt                               |
| Pam's HarvestCraft         | harvestcraft:gravlaxitem                        |   10168 |        0 |    false | Gravlax                             |      4 |        1.2 | foodGravlax                                                 |
| Pam's HarvestCraft         | harvestcraft:gravyitem                          |    9933 |        0 |    false | Gravy                               |      3 |        1.2 | foodGravy                                                   |
| Pam's HarvestCraft         | harvestcraft:greenbeancasseroleitem             |   10056 |        0 |    false | Green Bean Casserole                |      6 |        1.2 | foodGreenbeancasserole                                      |
| Pam's HarvestCraft         | harvestcraft:greeneggsandhamitem                |    9983 |        0 |    false | Green Eggs and Ham                  |      5 |        1.2 | foodGreeneggsandham                                         |
| Pam's HarvestCraft         | harvestcraft:greengrapeitem                     |    9184 |        0 |    false | Green Grape                         |      1 |        0.6 | cropGrape,cropGreengrape,listAllfruit                       |
| Pam's HarvestCraft         | harvestcraft:greenheartfishitem                 |   10345 |        0 |    false | Green Heart Fish                    |      1 |        0.6 | foodGreenheartfish,listAllfishfresh,listAllfishraw          |
| Pam's HarvestCraft         | harvestcraft:greenteaitem                       |   10075 |        0 |    false | Green Tea                           |      2 |        1.2 | foodGreentea                                                |
| Pam's HarvestCraft         | harvestcraft:grilledasparagusitem               |    9405 |        0 |    false | Grilled Asparagus                   |      2 |        1.2 | foodGrilledasparagus                                        |
| Pam's HarvestCraft         | harvestcraft:grilledcheeseitem                  |    9411 |        0 |    false | Grilled Cheese                      |      8 |        1.2 | foodGrilledcheese                                           |
| Pam's HarvestCraft         | harvestcraft:grilledcheesevegemitetoastitem     |   10015 |        0 |    false | Grilled Cheese Vegemite Toast       |      9 |        1.2 | foodGrilledcheesevegemitetoast                              |
| Pam's HarvestCraft         | harvestcraft:grilledeggplantitem                |    9407 |        0 |    false | Grilled Eggplant                    |      2 |        1.2 | foodGrilledeggplant                                         |
| Pam's HarvestCraft         | harvestcraft:grilledmushroomitem                |    9465 |        0 |    false | Grilled Mushroom                    |      2 |        1.2 | foodGrilledmushroom                                         |
| Pam's HarvestCraft         | harvestcraft:grilledskewersitem                 |    9546 |        0 |    false | Grilled Skewer                      |      4 |        1.2 | foodGrilledskewers                                          |
| Pam's HarvestCraft         | harvestcraft:gritsitem                          |    9991 |        0 |    false | Grits                               |      4 |        1.2 | foodGrits                                                   |
| Pam's HarvestCraft         | harvestcraft:groiledcheesesandwichitem          |   10237 |        0 |    false | Groiled Cheese Sandwich             |     10 |        1.2 | foodGroiledcheesesandwich                                   |
| Pam's HarvestCraft         | harvestcraft:grouperrawitem                     |   10330 |        0 |    false | Raw Grouper                         |      1 |        0.6 | foodGrouperraw,listAllfishfresh,listAllfishraw              |
| Pam's HarvestCraft         | harvestcraft:guacamoleitem                      |    9620 |        0 |    false | Guacamole                           |      5 |        1.2 | foodGuacamole                                               |
| Pam's HarvestCraft         | harvestcraft:guavaitem                          |    9328 |        0 |    false | Guava                               |      1 |        0.6 | listAllfruit                                                |
| Pam's HarvestCraft         | harvestcraft:guisoitem                          |   10091 |        0 |    false | Guiso                               |      9 |        1.2 | foodGuiso                                                   |
| Pam's HarvestCraft         | harvestcraft:gumboitem                          |   10269 |        0 |    false | Gumbo                               |     13 |        1.2 | foodGumbo                                                   |
| Pam's HarvestCraft         | harvestcraft:gummybearsitem                     |    9698 |        0 |    false | Gummy Bears                         |      3 |        1.2 | foodGummybears                                              |
| Pam's HarvestCraft         | harvestcraft:gyudonitem                         |   10153 |        0 |    false | Gyudon                              |      6 |        1.2 | foodGyudon                                                  |
| Pam's HarvestCraft         | harvestcraft:haggisitem                         |   10037 |        0 |    false | Haggis                              |      6 |        1.2 | foodHaggis                                                  |
| Pam's HarvestCraft         | harvestcraft:hamandcheesesandwichitem           |    9989 |        0 |    false | Ham and Cheese Sandwich             |      7 |        1.2 | foodHamandcheesesandwich                                    |
| Pam's HarvestCraft         | harvestcraft:hamandpineapplepizzaitem           |   10057 |        0 |    false | Ham and Pineapple Pizza             |      9 |        1.2 | foodHamandpineapplepizza                                    |
| Pam's HarvestCraft         | harvestcraft:hamburgeritem                      |    9473 |        0 |    false | Hamburger                           |      6 |        1.2 | foodHamburger                                               |
| Pam's HarvestCraft         | harvestcraft:hamsweetpicklesandwichitem         |   10255 |        0 |    false | Ham & Sweet Pickle Sandwich         |     12 |        1.2 | foodHamsweetpicklesandwich                                  |
| Pam's HarvestCraft         | harvestcraft:harvestpumpkinitem                 |   10355 |        0 |    false | Pumpkin                             |      1 |        0.6 | cropPumpkin,listAllveggie                                   |
| Pam's HarvestCraft         | harvestcraft:hashitem                           |    9507 |        0 |    false | Hash                                |      5 |        1.2 | foodHash                                                    |
| Pam's HarvestCraft         | harvestcraft:hazelnutitem                       |    9283 |        0 |    false | Hazelnut                            |      1 |        0.6 |                                                             |
| Pam's HarvestCraft         | harvestcraft:heartybreakfastitem                |   10277 |        0 |    false | Hearty Breakfast                    |     15 |        1.2 | foodHeartyBreakfast                                         |
| Pam's HarvestCraft         | harvestcraft:herbbutterparsnipsitem             |    9766 |        0 |    false | Herb Butter Parsnips                |      4 |        1.2 | foodHerbbutterparsnips                                      |
| Pam's HarvestCraft         | harvestcraft:herringrawitem                     |   10331 |        0 |    false | Raw Herring                         |      1 |        0.6 | foodHerringraw,listAllfishfresh,listAllfishraw              |
| Pam's HarvestCraft         | harvestcraft:homestylelunchitem                 |   10251 |        0 |    false | Homestyle Lunch                     |     11 |        1.2 | foodHomestylelunch                                          |
| Pam's HarvestCraft         | harvestcraft:honeybreaditem                     |    9954 |        0 |    false | Honey Bread                         |      5 |        1.2 | foodHoneybread                                              |
| Pam's HarvestCraft         | harvestcraft:honeybunitem                       |    9955 |        0 |    false | Honeybun                            |      9 |        1.2 | foodHoneybun                                                |
| Pam's HarvestCraft         | harvestcraft:honeycombchocolatebaritem          |    9821 |        0 |    false | Honeycomb Chocolate Bar             |      3 |        1.2 | foodHoneycombchocolatebar                                   |
| Pam's HarvestCraft         | harvestcraft:honeyglazedcarrotsitem             |    9956 |        0 |    false | Honey Glazed Carrots                |      6 |        1.2 | foodHoneyglazedcarrots                                      |
| Pam's HarvestCraft         | harvestcraft:honeyglazedhamitem                 |    9957 |        0 |    false | Honey Glazed Ham                    |      5 |        1.2 | foodHoneyglazedham                                          |
| Pam's HarvestCraft         | harvestcraft:honeyitem                          |   10304 |        0 |    false | Honey                               |      2 |        0.6 | dropHoney,foodHoneydrop,listAllsugar                        |
| Pam's HarvestCraft         | harvestcraft:honeylemonlambitem                 |    9761 |        0 |    false | Honey Lemon Lamb                    |      6 |        1.2 | foodHoneylemonlamb                                          |
| Pam's HarvestCraft         | harvestcraft:honeysandwichitem                  |    9924 |        0 |    false | Honey Sandwich                      |      6 |        1.2 | foodHoneysandwich                                           |
| Pam's HarvestCraft         | harvestcraft:honeysoyribsitem                   |    9958 |        0 |    false | Honey Soy Ribs                      |      9 |        1.2 | foodHoneysoyribs                                            |
| Pam's HarvestCraft         | harvestcraft:hotandsoursoupitem                 |   10225 |        0 |    false | Hot and Sour Soup                   |     10 |        1.2 | foodHotandsoursoup                                          |
| Pam's HarvestCraft         | harvestcraft:hotchocolateitem                   |    9490 |        0 |    false | Hot Chocolate                       |      2 |        1.2 | foodHotchocolate                                            |
| Pam's HarvestCraft         | harvestcraft:hotcocoaitem                       |   10175 |        0 |    false | Hot Cocoa                           |      5 |        1.2 | foodHotcocoa                                                |
| Pam's HarvestCraft         | harvestcraft:hotdishcasseroleitem               |   10064 |        0 |    false | Hot Dish Casserole                  |      9 |        1.2 | foodHotdishcasserole                                        |
| Pam's HarvestCraft         | harvestcraft:hotdogitem                         |    9471 |        0 |    false | Hotdog                              |      5 |        1.2 | foodHotdog                                                  |
| Pam's HarvestCraft         | harvestcraft:hotwingsitem                       |    9548 |        0 |    false | Hot Wings                           |      3 |        1.2 | foodHotwings                                                |
| Pam's HarvestCraft         | harvestcraft:huckleberryitem                    |    9186 |        0 |    false | Huckleberry                         |      1 |        0.6 | cropHuckleberry,listAllberry,listAllfruit                   |
| Pam's HarvestCraft         | harvestcraft:hummusitem                         |    9969 |        0 |    false | Hummus                              |      5 |        1.2 | foodHummus                                                  |
| Pam's HarvestCraft         | harvestcraft:hushpuppiesitem                    |    9894 |        0 |    false | Hushpuppies                         |      5 |        1.2 | foodHushpuppies                                             |
| Pam's HarvestCraft         | harvestcraft:icecreamitem                       |    9410 |        0 |    false | Ice Cream                           |      3 |        1.2 | foodIcecream,listAllicecream                                |
| Pam's HarvestCraft         | harvestcraft:imagawayakiitem                    |   10155 |        0 |    false | Imagawayaki                         |      5 |        1.2 | foodImagawayaki                                             |
| Pam's HarvestCraft         | harvestcraft:imitationcrabsticksitem            |   10165 |        0 |    false | Imitation Crab Sticks               |      6 |        1.2 | foodImitationcrabsticks                                     |
| Pam's HarvestCraft         | harvestcraft:ironbrewitem                       |    9970 |        0 |    false | Iron Brew                           |      9 |        1.2 | foodIronbrew                                                |
| Pam's HarvestCraft         | harvestcraft:jackfruititem                      |    9234 |        0 |    false | Jackfruit                           |      1 |        0.6 | listAllveggie                                               |
| Pam's HarvestCraft         | harvestcraft:jaffaitem                          |    9664 |        0 |    false | Jaffa                               |      6 |        1.2 | foodJaffa                                                   |
| Pam's HarvestCraft         | harvestcraft:jambalayaitem                      |   10270 |        0 |    false | Jambalaya                           |     13 |        1.2 | foodJambalaya                                               |
| Pam's HarvestCraft         | harvestcraft:jamrollitem                        |    9928 |        0 |    false | Jam Roll                            |      4 |        1.2 | foodJamroll                                                 |
| Pam's HarvestCraft         | harvestcraft:jelliedeelitem                     |   10092 |        0 |    false | Jellied Eel                         |      5 |        1.2 | foodJelliedeel                                              |
| Pam's HarvestCraft         | harvestcraft:jellybeansitem                     |    9661 |        0 |    false | Jellybeans                          |      3 |        1.2 | foodJellybeans                                              |
| Pam's HarvestCraft         | harvestcraft:jellydonutitem                     |    9655 |        0 |    false | Jelly Donut                         |      6 |        1.2 | foodJellydonut                                              |
| Pam's HarvestCraft         | harvestcraft:jellyfishrawitem                   |   10332 |        0 |    false | Raw Jellyfish                       |      1 |        0.6 | foodJellyfishraw                                            |
| Pam's HarvestCraft         | harvestcraft:jicamaitem                         |    9188 |        0 |    false | Jicama                              |      1 |        0.6 | cropJicama,listAllveggie                                    |
| Pam's HarvestCraft         | harvestcraft:juniperberryitem                   |    9210 |        0 |    false | Juniperberry                        |      1 |        0.6 | cropJuniperberry,listAllberry,listAllfruit                  |
| Pam's HarvestCraft         | harvestcraft:juteitem                           |    9190 |        0 |    false | Jute                                |      1 |        0.6 | cropJute,listAllfiber                                       |
| Pam's HarvestCraft         | harvestcraft:kalechipsitem                      |   10093 |        0 |    false | Kale Chips                          |      2 |        1.2 | foodKalechips                                               |
| Pam's HarvestCraft         | harvestcraft:kaleitem                           |    9168 |        0 |    false | Kale                                |      1 |        0.6 | cropKale,listAllgreenveggie                                 |
| Pam's HarvestCraft         | harvestcraft:kenafitem                          |    9192 |        0 |    false | Kenaf                               |      1 |        0.6 | cropKenaf,listAllfiber                                      |
| Pam's HarvestCraft         | harvestcraft:keylimepieitem                     |    9641 |        0 |    false | Keylime Pie                         |      6 |        1.2 | foodKeylimepie                                              |
| Pam's HarvestCraft         | harvestcraft:kimchiitem                         |    9895 |        0 |    false | Kimchi                              |      5 |        1.2 | foodKimchi                                                  |
| Pam's HarvestCraft         | harvestcraft:kiwiitem                           |    9152 |        0 |    false | Kiwi                                |      1 |        0.6 | cropKiwi,listAllfruit                                       |
| Pam's HarvestCraft         | harvestcraft:kiwijellyitem                      |    9719 |        0 |    false | Kiwi Jelly                          |      2 |        1.2 | foodKiwijelly                                               |
| Pam's HarvestCraft         | harvestcraft:kiwijellysandwichitem              |    9720 |        0 |    false | Kiwi Jelly Sandwich                 |      6 |        1.2 | foodKiwijellysandwich                                       |
| Pam's HarvestCraft         | harvestcraft:kiwijuiceitem                      |    9446 |        0 |    false | Kiwi Juice                          |      2 |        1.2 | foodKiwijuice,listAlljuice                                  |
| Pam's HarvestCraft         | harvestcraft:kiwismoothieitem                   |    9683 |        0 |    false | Kiwi Smoothie                       |      3 |        1.2 | foodKiwismoothie,listAllsmoothie                            |
| Pam's HarvestCraft         | harvestcraft:kiwiyogurtitem                     |    9684 |        0 |    false | Kiwi Yogurt                         |      2 |        1.2 | foodKiwiyogurt,listAllyogurt                                |
| Pam's HarvestCraft         | harvestcraft:kohlrabiitem                       |    9194 |        0 |    false | Kohlrabi                            |      1 |        0.6 | cropKohlrabi,listAllveggie                                  |
| Pam's HarvestCraft         | harvestcraft:kohlundpinkelitem                  |   10265 |        0 |    false | Kohl und Pinkel                     |     14 |        1.2 | foodKohlundpinkel                                           |
| Pam's HarvestCraft         | harvestcraft:koreandinneritem                   |   10296 |        0 |    false | Korean Dinner                       |     24 |        1.2 | foodKoreandinner                                            |
| Pam's HarvestCraft         | harvestcraft:kungpaochickenitem                 |    9943 |        0 |    false | Kung Pao Chicken                    |      6 |        1.2 | foodKungpaochicken                                          |
| Pam's HarvestCraft         | harvestcraft:lambbarleysoupitem                 |    9760 |        0 |    false | Lamb Barley Soup                    |      7 |        1.2 | foodLambbarleysoup                                          |
| Pam's HarvestCraft         | harvestcraft:lambkebabitem                      |    9830 |        0 |    false | Lamb Kebab                          |      5 |        1.2 | foodLambkebab                                               |
| Pam's HarvestCraft         | harvestcraft:lambwithmintsauceitem              |    9873 |        0 |    false | Lamb with Mint Sauce                |      6 |        1.2 | foodLambwithmintsauce                                       |
| Pam's HarvestCraft         | harvestcraft:lasagnaitem                        |    9971 |        0 |    false | Lasagna                             |      6 |        1.2 | foodLasagna                                                 |
| Pam's HarvestCraft         | harvestcraft:lavendershortbreaditem             |    9812 |        0 |    false | Lavender Shortbread                 |      4 |        1.2 | foodLavendershortbread                                      |
| Pam's HarvestCraft         | harvestcraft:leafychickensandwichitem           |    9504 |        0 |    false | Leafy Chicken Sandwich              |      7 |        1.2 | foodLeafychickensandwich                                    |
| Pam's HarvestCraft         | harvestcraft:leafyfishsandwichitem              |    9505 |        0 |    false | Leafy Fish Sandwich                 |      7 |        1.2 | foodLeafyfishsandwich                                       |
| Pam's HarvestCraft         | harvestcraft:leekbaconsoupitem                  |    9765 |        0 |    false | Leek Bacon Soup                     |      5 |        1.2 | foodLeekbaconsoup                                           |
| Pam's HarvestCraft         | harvestcraft:leekitem                           |    9114 |        0 |    false | Leek                                |      1 |        0.6 | cropLeek,listAllveggie                                      |
| Pam's HarvestCraft         | harvestcraft:lemonaideitem                      |    9552 |        0 |    false | Lemonade                            |      3 |        1.2 | foodLemonaide                                               |
| Pam's HarvestCraft         | harvestcraft:lemonbaritem                       |    9553 |        0 |    false | Lemon Bar                           |      5 |        1.2 | foodLemonbar                                                |
| Pam's HarvestCraft         | harvestcraft:lemonchickenitem                   |    9558 |        0 |    false | Lemon Chicken                       |      5 |        1.2 | foodLemonchicken                                            |
| Pam's HarvestCraft         | harvestcraft:lemoncupcakeitem                   |   10113 |        0 |    false | Lemon Cupcake                       |      8 |        1.2 | foodLemoncupcake                                            |
| Pam's HarvestCraft         | harvestcraft:lemondrizzlecakeitem               |    9972 |        0 |    false | Lemon Drizzle Cake                  |      7 |        1.2 | foodLemondrizzlecake                                        |
| Pam's HarvestCraft         | harvestcraft:lemonitem                          |    9242 |        0 |    false | Lemon                               |      1 |        0.6 | cropLemon,listAllcitrus,listAllfruit                        |
| Pam's HarvestCraft         | harvestcraft:lemonjellyitem                     |    9721 |        0 |    false | Lemon Jelly                         |      2 |        1.2 | foodLemonjelly                                              |
| Pam's HarvestCraft         | harvestcraft:lemonjellysandwichitem             |    9722 |        0 |    false | Lemon Jelly Sandwich                |      6 |        1.2 | foodLemonjellysandwich                                      |
| Pam's HarvestCraft         | harvestcraft:lemonlimesodaitem                  |    9748 |        0 |    false | Lemon-Lime Soda                     |      5 |        1.2 | foodLemonlimesoda,listAllsoda                               |
