+-------------------------------+--------------------------------------------------------------------+------------+---------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                        |
| of the Block class in question. The actual final values may be different                                                              |
| for different states of the block, or they may depend on a TileEntity etc.                                                            |
+-------------------------------+--------------------------------------------------------------------+------------+---------------------+
| Mod name                      | Registry name                                                      |   Hardness |          Resistance |
| Minecraft                     | minecraft:bedrock                                                  |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:beetroots                                                |       0.00 |                0.00 |
| Minecraft                     | minecraft:birch_door                                               |       3.00 |               15.00 |
| Minecraft                     | minecraft:birch_fence                                              |       2.00 |               15.00 |
| Minecraft                     | minecraft:birch_fence_gate                                         |       2.00 |               15.00 |
| Minecraft                     | minecraft:birch_stairs                                             |       2.00 |               15.00 |
| Minecraft                     | minecraft:black_glazed_terracotta                                  |       1.40 |                7.00 |
| Minecraft                     | minecraft:black_shulker_box                                        |       2.00 |             6000.00 |
| Minecraft                     | minecraft:blue_glazed_terracotta                                   |       1.40 |                7.00 |
| Minecraft                     | minecraft:blue_shulker_box                                         |       2.00 |             6000.00 |
| Minecraft                     | minecraft:bone_block                                               |       2.00 |               10.00 |
| Minecraft                     | minecraft:bookshelf                                                |       1.50 |                7.50 |
| Minecraft                     | minecraft:brewing_stand                                            |       0.50 |                2.50 |
| Minecraft                     | minecraft:brick_block                                              |       2.00 |               30.00 |
| Minecraft                     | minecraft:brick_stairs                                             |       2.00 |               30.00 |
| Minecraft                     | minecraft:brown_glazed_terracotta                                  |       1.40 |                7.00 |
| Minecraft                     | minecraft:brown_mushroom                                           |       0.00 |                0.00 |
| Minecraft                     | minecraft:brown_mushroom_block                                     |       0.20 |                1.00 |
| Minecraft                     | minecraft:brown_shulker_box                                        |       2.00 |             6000.00 |
| Minecraft                     | minecraft:cactus                                                   |       0.40 |                2.00 |
| Minecraft                     | minecraft:cake                                                     |       0.50 |                2.50 |
| Minecraft                     | minecraft:carpet                                                   |       0.10 |                0.50 |
| Minecraft                     | minecraft:carrots                                                  |       0.00 |                0.00 |
| Minecraft                     | minecraft:cauldron                                                 |       2.00 |               10.00 |
| Minecraft                     | minecraft:chain_command_block                                      |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:chest                                                    |       2.50 |               12.50 |
| Minecraft                     | minecraft:chorus_flower                                            |       0.40 |                2.00 |
| Minecraft                     | minecraft:chorus_plant                                             |       0.40 |                2.00 |
| Minecraft                     | minecraft:clay                                                     |       0.60 |                3.00 |
| Minecraft                     | minecraft:coal_block                                               |       5.00 |               30.00 |
| Minecraft                     | minecraft:coal_ore                                                 |       3.00 |               15.00 |
| Minecraft                     | minecraft:cobblestone                                              |       2.00 |               30.00 |
| Minecraft                     | minecraft:cobblestone_wall                                         |       2.00 |               30.00 |
| Minecraft                     | minecraft:cocoa                                                    |       0.20 |               15.00 |
| Minecraft                     | minecraft:command_block                                            |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:concrete                                                 |       1.80 |                9.00 |
| Minecraft                     | minecraft:concrete_powder                                          |       0.50 |                2.50 |
| Minecraft                     | minecraft:crafting_table                                           |       2.50 |               12.50 |
| Minecraft                     | minecraft:cyan_glazed_terracotta                                   |       1.40 |                7.00 |
| Minecraft                     | minecraft:cyan_shulker_box                                         |       2.00 |             6000.00 |
| Minecraft                     | minecraft:dark_oak_door                                            |       3.00 |               15.00 |
| Minecraft                     | minecraft:dark_oak_fence                                           |       2.00 |               15.00 |
| Minecraft                     | minecraft:dark_oak_fence_gate                                      |       2.00 |               15.00 |
| Minecraft                     | minecraft:dark_oak_stairs                                          |       2.00 |               15.00 |
| Minecraft                     | minecraft:daylight_detector                                        |       0.20 |                1.00 |
| Minecraft                     | minecraft:daylight_detector_inverted                               |       0.20 |                1.00 |
| Minecraft                     | minecraft:deadbush                                                 |       0.00 |                0.00 |
| Minecraft                     | minecraft:detector_rail                                            |       2.00 |               10.00 |
| Minecraft                     | minecraft:diamond_block                                            |       5.00 |               30.00 |
| Minecraft                     | minecraft:diamond_ore                                              |       3.00 |               15.00 |
| Minecraft                     | minecraft:dirt                                                     |       0.50 |                2.50 |
| Minecraft                     | minecraft:dispenser                                                |       3.50 |               17.50 |
| Minecraft                     | minecraft:double_plant                                             |       0.00 |                0.00 |
| Minecraft                     | minecraft:double_stone_slab                                        |       2.00 |               30.00 |
| Minecraft                     | minecraft:double_stone_slab2                                       |       2.00 |               30.00 |
| Minecraft                     | minecraft:double_wooden_slab                                       |       2.00 |               15.00 |
| Minecraft                     | minecraft:dragon_egg                                               |       3.00 |               45.00 |
| Minecraft                     | minecraft:dropper                                                  |       3.50 |               17.50 |
| Minecraft                     | minecraft:emerald_block                                            |       5.00 |               30.00 |
| Minecraft                     | minecraft:emerald_ore                                              |       3.00 |               15.00 |
| Minecraft                     | minecraft:enchanting_table                                         |       5.00 |             6000.00 |
| Minecraft                     | minecraft:end_bricks                                               |       0.80 |                4.00 |
| Minecraft                     | minecraft:end_gateway                                              |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:end_portal                                               |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:end_portal_frame                                         |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:end_rod                                                  |       0.00 |                0.00 |
| Minecraft                     | minecraft:end_stone                                                |       3.00 |               45.00 |
| Minecraft                     | minecraft:ender_chest                                              |      22.50 |             3000.00 |
| Minecraft                     | minecraft:farmland                                                 |       0.60 |                3.00 |
| Minecraft                     | minecraft:fence                                                    |       2.00 |               15.00 |
| Minecraft                     | minecraft:fence_gate                                               |       2.00 |               15.00 |
| Minecraft                     | minecraft:fire                                                     |       0.00 |                0.00 |
| Minecraft                     | minecraft:flower_pot                                               |       0.00 |                0.00 |
| Minecraft                     | minecraft:flowing_lava                                             |     100.00 |              500.00 |
| Minecraft                     | minecraft:flowing_water                                            |     100.00 |              500.00 |
| Minecraft                     | minecraft:frosted_ice                                              |       0.50 |                2.50 |
| Minecraft                     | minecraft:furnace                                                  |       3.50 |               17.50 |
| Minecraft                     | minecraft:glass                                                    |       0.30 |                1.50 |
| Minecraft                     | minecraft:glass_pane                                               |       0.30 |                1.50 |
| Minecraft                     | minecraft:glowstone                                                |       0.30 |                1.50 |
| Minecraft                     | minecraft:gold_block                                               |       3.00 |               30.00 |
| Minecraft                     | minecraft:gold_ore                                                 |       3.00 |               15.00 |
| Minecraft                     | minecraft:golden_rail                                              |       2.00 |               10.00 |
| Minecraft                     | minecraft:grass                                                    |       0.60 |                3.00 |
| Minecraft                     | minecraft:grass_path                                               |       0.65 |                3.25 |
| Minecraft                     | minecraft:gravel                                                   |       0.60 |                3.00 |
| Minecraft                     | minecraft:gray_glazed_terracotta                                   |       1.40 |                7.00 |
| Minecraft                     | minecraft:gray_shulker_box                                         |       2.00 |             6000.00 |
| Minecraft                     | minecraft:green_glazed_terracotta                                  |       1.40 |                7.00 |
| Minecraft                     | minecraft:green_shulker_box                                        |       2.00 |             6000.00 |
| Minecraft                     | minecraft:hardened_clay                                            |       1.25 |               21.00 |
| Minecraft                     | minecraft:hay_block                                                |       0.50 |                2.50 |
| Minecraft                     | minecraft:heavy_weighted_pressure_plate                            |       0.50 |                2.50 |
| Minecraft                     | minecraft:hopper                                                   |       3.00 |               24.00 |
| Minecraft                     | minecraft:ice                                                      |       0.50 |                2.50 |
| Minecraft                     | minecraft:iron_bars                                                |       5.00 |               30.00 |
| Minecraft                     | minecraft:iron_block                                               |       5.00 |               30.00 |
| Minecraft                     | minecraft:iron_door                                                |       5.00 |               25.00 |
| Minecraft                     | minecraft:iron_ore                                                 |       3.00 |               15.00 |
| Minecraft                     | minecraft:iron_trapdoor                                            |       5.00 |               25.00 |
| Minecraft                     | minecraft:jukebox                                                  |       2.00 |               30.00 |
| Minecraft                     | minecraft:jungle_door                                              |       3.00 |               15.00 |
| Minecraft                     | minecraft:jungle_fence                                             |       2.00 |               15.00 |
| Minecraft                     | minecraft:jungle_fence_gate                                        |       2.00 |               15.00 |
| Minecraft                     | minecraft:jungle_stairs                                            |       2.00 |               15.00 |
| Minecraft                     | minecraft:ladder                                                   |       0.40 |                2.00 |
| Minecraft                     | minecraft:lapis_block                                              |       3.00 |               15.00 |
| Minecraft                     | minecraft:lapis_ore                                                |       3.00 |               15.00 |
| Minecraft                     | minecraft:lava                                                     |     100.00 |              500.00 |
| Minecraft                     | minecraft:leaves                                                   |       0.20 |                1.00 |
| Minecraft                     | minecraft:leaves2                                                  |       0.20 |                1.00 |
| Minecraft                     | minecraft:lever                                                    |       0.50 |                2.50 |
| Minecraft                     | minecraft:light_blue_glazed_terracotta                             |       1.40 |                7.00 |
| Minecraft                     | minecraft:light_blue_shulker_box                                   |       2.00 |             6000.00 |
| Minecraft                     | minecraft:light_weighted_pressure_plate                            |       0.50 |                2.50 |
| Minecraft                     | minecraft:lime_glazed_terracotta                                   |       1.40 |                7.00 |
| Minecraft                     | minecraft:lime_shulker_box                                         |       2.00 |             6000.00 |
| Minecraft                     | minecraft:lit_furnace                                              |       3.50 |               17.50 |
| Minecraft                     | minecraft:lit_pumpkin                                              |       1.00 |                5.00 |
| Minecraft                     | minecraft:lit_redstone_lamp                                        |       0.30 |                1.50 |
| Minecraft                     | minecraft:lit_redstone_ore                                         |       3.00 |               15.00 |
| Minecraft                     | minecraft:log                                                      |       2.00 |               10.00 |
| Minecraft                     | minecraft:log2                                                     |       2.00 |               10.00 |
| Minecraft                     | minecraft:magenta_glazed_terracotta                                |       1.40 |                7.00 |
| Minecraft                     | minecraft:magenta_shulker_box                                      |       2.00 |             6000.00 |
| Minecraft                     | minecraft:magma                                                    |       0.50 |                2.50 |
| Minecraft                     | minecraft:melon_block                                              |       1.00 |                5.00 |
| Minecraft                     | minecraft:melon_stem                                               |       0.00 |                0.00 |
| Minecraft                     | minecraft:mob_spawner                                              |       5.00 |               25.00 |
| Minecraft                     | minecraft:monster_egg                                              |       0.75 |                3.75 |
| Minecraft                     | minecraft:mossy_cobblestone                                        |       2.00 |               30.00 |
| Minecraft                     | minecraft:mycelium                                                 |       0.60 |                3.00 |
| Minecraft                     | minecraft:nether_brick                                             |       2.00 |               30.00 |
| Minecraft                     | minecraft:nether_brick_fence                                       |       2.00 |               30.00 |
| Minecraft                     | minecraft:nether_brick_stairs                                      |       2.00 |               30.00 |
| Minecraft                     | minecraft:nether_wart                                              |       0.00 |                0.00 |
| Minecraft                     | minecraft:nether_wart_block                                        |       1.00 |                5.00 |
| Minecraft                     | minecraft:netherrack                                               |       0.40 |                2.00 |
| Minecraft                     | minecraft:noteblock                                                |       0.80 |                4.00 |
| Minecraft                     | minecraft:oak_stairs                                               |       2.00 |               15.00 |
| Minecraft                     | minecraft:observer                                                 |       3.00 |               15.00 |
| Minecraft                     | minecraft:obsidian                                                 |      50.00 |             6000.00 |
| Minecraft                     | minecraft:orange_glazed_terracotta                                 |       1.40 |                7.00 |
| Minecraft                     | minecraft:orange_shulker_box                                       |       2.00 |             6000.00 |
| Minecraft                     | minecraft:packed_ice                                               |       0.50 |                2.50 |
| Minecraft                     | minecraft:pink_glazed_terracotta                                   |       1.40 |                7.00 |
| Minecraft                     | minecraft:pink_shulker_box                                         |       2.00 |             6000.00 |
| Minecraft                     | minecraft:piston                                                   |       0.50 |                2.50 |
| Minecraft                     | minecraft:piston_extension                                         |      -1.00 |                0.00 |
| Minecraft                     | minecraft:piston_head                                              |       0.50 |                2.50 |
| Minecraft                     | minecraft:planks                                                   |       2.00 |               15.00 |
| Minecraft                     | minecraft:portal                                                   |      -1.00 |                0.00 |
| Minecraft                     | minecraft:potatoes                                                 |       0.00 |                0.00 |
| Minecraft                     | minecraft:powered_comparator                                       |       0.00 |                0.00 |
| Minecraft                     | minecraft:powered_repeater                                         |       0.00 |                0.00 |
| Minecraft                     | minecraft:prismarine                                               |       1.50 |               30.00 |
| Minecraft                     | minecraft:pumpkin                                                  |       1.00 |                5.00 |
| Minecraft                     | minecraft:pumpkin_stem                                             |       0.00 |                0.00 |
| Minecraft                     | minecraft:purple_glazed_terracotta                                 |       1.40 |                7.00 |
| Minecraft                     | minecraft:purple_shulker_box                                       |       2.00 |             6000.00 |
| Minecraft                     | minecraft:purpur_block                                             |       1.50 |               30.00 |
| Minecraft                     | minecraft:purpur_double_slab                                       |       2.00 |               30.00 |
| Minecraft                     | minecraft:purpur_pillar                                            |       1.50 |               30.00 |
| Minecraft                     | minecraft:purpur_slab                                              |       2.00 |               30.00 |
| Minecraft                     | minecraft:purpur_stairs                                            |       1.50 |               30.00 |
| Minecraft                     | minecraft:quartz_block                                             |       0.80 |                4.00 |
| Minecraft                     | minecraft:quartz_ore                                               |       3.00 |               15.00 |
| Minecraft                     | minecraft:quartz_stairs                                            |       0.80 |                4.00 |
| Minecraft                     | minecraft:rail                                                     |       2.00 |               10.00 |
| Minecraft                     | minecraft:red_flower                                               |       0.00 |                0.00 |
| Minecraft                     | minecraft:red_glazed_terracotta                                    |       1.40 |                7.00 |
| Minecraft                     | minecraft:red_mushroom                                             |       0.00 |                0.00 |
| Minecraft                     | minecraft:red_mushroom_block                                       |       0.20 |                1.00 |
| Minecraft                     | minecraft:red_nether_brick                                         |       2.00 |               30.00 |
| Minecraft                     | minecraft:red_sandstone                                            |       0.80 |                4.00 |
| Minecraft                     | minecraft:red_sandstone_stairs                                     |       0.80 |                4.00 |
| Minecraft                     | minecraft:red_shulker_box                                          |       2.00 |             6000.00 |
| Minecraft                     | minecraft:redstone_block                                           |       5.00 |               30.00 |
| Minecraft                     | minecraft:redstone_lamp                                            |       0.30 |                1.50 |
| Minecraft                     | minecraft:redstone_ore                                             |       3.00 |               15.00 |
| Minecraft                     | minecraft:redstone_torch                                           |       0.00 |                0.00 |
| Minecraft                     | minecraft:redstone_wire                                            |       0.00 |                0.00 |
| Minecraft                     | minecraft:reeds                                                    |       0.00 |                0.00 |
| Minecraft                     | minecraft:repeating_command_block                                  |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:sand                                                     |       0.50 |                2.50 |
| Minecraft                     | minecraft:sandstone                                                |       0.80 |                4.00 |
| Minecraft                     | minecraft:sandstone_stairs                                         |       0.80 |                4.00 |
| Minecraft                     | minecraft:sapling                                                  |       0.00 |                0.00 |
| Minecraft                     | minecraft:sea_lantern                                              |       0.30 |                1.50 |
| Minecraft                     | minecraft:silver_glazed_terracotta                                 |       1.40 |                7.00 |
| Minecraft                     | minecraft:silver_shulker_box                                       |       2.00 |             6000.00 |
| Minecraft                     | minecraft:skull                                                    |       1.00 |                5.00 |
| Minecraft                     | minecraft:slime                                                    |       0.00 |                0.00 |
| Minecraft                     | minecraft:snow                                                     |       0.20 |                1.00 |
| Minecraft                     | minecraft:snow_layer                                               |       0.10 |                0.50 |
| Minecraft                     | minecraft:soul_sand                                                |       0.50 |                2.50 |
| Minecraft                     | minecraft:sponge                                                   |       0.60 |                3.00 |
| Minecraft                     | minecraft:spruce_door                                              |       3.00 |               15.00 |
| Minecraft                     | minecraft:spruce_fence                                             |       2.00 |               15.00 |
| Minecraft                     | minecraft:spruce_fence_gate                                        |       2.00 |               15.00 |
| Minecraft                     | minecraft:spruce_stairs                                            |       2.00 |               15.00 |
| Minecraft                     | minecraft:stained_glass                                            |       0.30 |                1.50 |
| Minecraft                     | minecraft:stained_glass_pane                                       |       0.30 |                1.50 |
| Minecraft                     | minecraft:stained_hardened_clay                                    |       1.25 |               21.00 |
| Minecraft                     | minecraft:standing_banner                                          |       1.00 |                5.00 |
| Minecraft                     | minecraft:standing_sign                                            |       1.00 |                5.00 |
| Minecraft                     | minecraft:sticky_piston                                            |       0.50 |                2.50 |
| Minecraft                     | minecraft:stone                                                    |       1.50 |               30.00 |
| Minecraft                     | minecraft:stone_brick_stairs                                       |       1.50 |               30.00 |
| Minecraft                     | minecraft:stone_button                                             |       0.50 |                2.50 |
| Minecraft                     | minecraft:stone_pressure_plate                                     |       0.50 |                2.50 |
| Minecraft                     | minecraft:stone_slab                                               |       2.00 |               30.00 |
| Minecraft                     | minecraft:stone_slab2                                              |       2.00 |               30.00 |
| Minecraft                     | minecraft:stone_stairs                                             |       2.00 |               30.00 |
| Minecraft                     | minecraft:stonebrick                                               |       1.50 |               30.00 |
| Minecraft                     | minecraft:structure_block                                          |      -1.00 |         18000000.00 |
| Minecraft                     | minecraft:structure_void                                           |       0.00 |                0.00 |
| Minecraft                     | minecraft:tallgrass                                                |       0.00 |                0.00 |
| Minecraft                     | minecraft:tnt                                                      |       0.00 |                0.00 |
| Minecraft                     | minecraft:torch                                                    |       0.00 |                0.00 |
| Minecraft                     | minecraft:trapdoor                                                 |       3.00 |               15.00 |
| Minecraft                     | minecraft:trapped_chest                                            |       2.50 |               12.50 |
| Minecraft                     | minecraft:tripwire                                                 |       0.00 |                0.00 |
| Minecraft                     | minecraft:tripwire_hook                                            |       0.00 |                0.00 |
| Minecraft                     | minecraft:unlit_redstone_torch                                     |       0.00 |                0.00 |
| Minecraft                     | minecraft:unpowered_comparator                                     |       0.00 |                0.00 |
| Minecraft                     | minecraft:unpowered_repeater                                       |       0.00 |                0.00 |
| Minecraft                     | minecraft:vine                                                     |       0.20 |                1.00 |
| Minecraft                     | minecraft:wall_banner                                              |       1.00 |                5.00 |
| Minecraft                     | minecraft:wall_sign                                                |       1.00 |                5.00 |
| Minecraft                     | minecraft:water                                                    |     100.00 |              500.00 |
| Minecraft                     | minecraft:waterlily                                                |       0.00 |                0.00 |
| Minecraft                     | minecraft:web                                                      |       4.00 |               20.00 |
| Minecraft                     | minecraft:wheat                                                    |       0.00 |                0.00 |
| Minecraft                     | minecraft:white_glazed_terracotta                                  |       1.40 |                7.00 |
| Minecraft                     | minecraft:white_shulker_box                                        |       2.00 |             6000.00 |
| Minecraft                     | minecraft:wooden_button                                            |       0.50 |                2.50 |
| Minecraft                     | minecraft:wooden_door                                              |       3.00 |               15.00 |
| Minecraft                     | minecraft:wooden_pressure_plate                                    |       0.50 |                2.50 |
| Minecraft                     | minecraft:wooden_slab                                              |       2.00 |               15.00 |
| Minecraft                     | minecraft:wool                                                     |       0.80 |                4.00 |
| Minecraft                     | minecraft:yellow_flower                                            |       0.00 |                0.00 |
| Minecraft                     | minecraft:yellow_glazed_terracotta                                 |       1.40 |                7.00 |
| Minecraft                     | minecraft:yellow_shulker_box                                       |       2.00 |             6000.00 |
| Mowzie's Mobs                 | mowziesmobs:campfire                                               |       0.00 |                0.00 |
| Mowzie's Mobs                 | mowziesmobs:grottol                                                |       0.00 |                0.00 |
| Mowzie's Mobs                 | mowziesmobs:painted_acacia                                         |       2.00 |               15.00 |
| Mowzie's Mobs                 | mowziesmobs:painted_acacia_double_slab                             |       2.00 |               15.00 |
| Mowzie's Mobs                 | mowziesmobs:painted_acacia_slab                                    |       2.00 |               15.00 |
| MrCrayfish's Furniture Mod    | cfm:bar_stool                                                      |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:basin                                                          |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bath_bottom                                                    |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bath_top                                                       |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_acacia                                         |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_andesite                                       |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_birch                                          |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_dark_oak                                       |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_diorite                                        |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_granite                                        |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_jungle                                         |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_oak                                            |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_spruce                                         |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bedside_cabinet_stone                                          |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bench                                                          |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:bin                                                            |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:bird_bath                                                      |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:blender                                                        |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_acacia_closed                                           |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_acacia_open                                             |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_birch_closed                                            |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_birch_open                                              |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_closed                                                  |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_dark_oak_closed                                         |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_dark_oak_open                                           |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_jungle_closed                                           |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_jungle_open                                             |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_open                                                    |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_spruce_closed                                           |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:blinds_spruce_open                                             |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_acacia                                                 |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_andesite                                               |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_birch                                                  |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_dark_oak                                               |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_diorite                                                |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_granite                                                |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_jungle                                                 |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_kitchen                                                |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_oak                                                    |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_spruce                                                 |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cabinet_stone                                                  |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:candle                                                         |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:castle_netting                                                 |       0.00 |                0.00 |
| MrCrayfish's Furniture Mod    | cfm:ceiling_fan                                                    |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:ceiling_light_off                                              |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:ceiling_light_on                                               |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:chair_acacia                                                   |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_andesite                                                 |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_birch                                                    |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_dark_oak                                                 |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_diorite                                                  |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_granite                                                  |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_jungle                                                   |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_oak                                                      |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_spruce                                                   |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chair_stone                                                    |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chimney                                                        |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:chopping_board                                                 |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_acacia                                            |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_andesite                                          |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_birch                                             |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_dark_oak                                          |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_diorite                                           |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_granite                                           |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_jungle                                            |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_oak                                               |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_spruce                                            |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:coffee_table_stone                                             |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:computer                                                       |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:cookie_jar                                                     |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:couch                                                          |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:couch_jeb                                                      |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:counter                                                        |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:counter_drawer                                                 |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:counter_sink                                                   |       0.50 |                2.50 |
| MrCrayfish's Furniture Mod    | cfm:crate                                                          |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:crate_acacia                                                   |       1.00 |                5.00 |
| MrCrayfish's Furniture Mod    | cfm:crate_birch                                                    |       1.00 |                5.00 |
