+------------------------------------+----------------------------------------------------+----------+-------------------------------------------+---------------------------------------------+
| OreDict Key                        | Registry name                                      | Meta/dmg | Display name                              | NBT                                         |
| listAllbeefraw                     | harvestcraft:groundbeefitem                        |        0 | Ground Beef                               |                                             |
| listAllbeefraw                     | harvestcraft:rawtofeakitem                         |        0 | Raw Tofeak                                |                                             |
| listAllbeefraw                     | minecraft:beef                                     |        0 | Raw Beef                                  |                                             |
| listAllberry                       | harvestcraft:blackberryitem                        |        0 | Blackberry                                |                                             |
| listAllberry                       | harvestcraft:blueberryitem                         |        0 | Blueberry                                 |                                             |
| listAllberry                       | harvestcraft:cranberryitem                         |        0 | Cranberry                                 |                                             |
| listAllberry                       | harvestcraft:elderberryitem                        |        0 | Elderberry                                |                                             |
| listAllberry                       | harvestcraft:gooseberryitem                        |        0 | Gooseberry                                |                                             |
| listAllberry                       | harvestcraft:huckleberryitem                       |        0 | Huckleberry                               |                                             |
| listAllberry                       | harvestcraft:juniperberryitem                      |        0 | Juniperberry                              |                                             |
| listAllberry                       | harvestcraft:mulberryitem                          |        0 | Mulberry                                  |                                             |
| listAllberry                       | harvestcraft:raspberryitem                         |        0 | Raspberry                                 |                                             |
| listAllberry                       | harvestcraft:strawberryitem                        |        0 | Strawberry                                |                                             |
| listAllchickencooked               | harvestcraft:cookedtofickenitem                    |        0 | Cooked Toficken                           |                                             |
| listAllchickencooked               | minecraft:cooked_chicken                           |        0 | Cooked Chicken                            |                                             |
| listAllchickenraw                  | harvestcraft:groundchickenitem                     |        0 | Ground Chicken                            |                                             |
| listAllchickenraw                  | harvestcraft:rawtofickenitem                       |        0 | Raw Toficken                              |                                             |
| listAllchickenraw                  | minecraft:chicken                                  |        0 | Raw Chicken                               |                                             |
| listAllcitrus                      | harvestcraft:grapefruititem                        |        0 | Grapefruit                                |                                             |
| listAllcitrus                      | harvestcraft:lemonitem                             |        0 | Lemon                                     |                                             |
| listAllcitrus                      | harvestcraft:limeitem                              |        0 | Lime                                      |                                             |
| listAllcitrus                      | harvestcraft:orangeitem                            |        0 | Orange                                    |                                             |
| listAllcookie                      | harvestcraft:buttercookieitem                      |        0 | Butter Cookie                             |                                             |
| listAllcookie                      | harvestcraft:chaoscookieitem                       |        0 | Chaos Cookie                              |                                             |
| listAllcookie                      | harvestcraft:creamcookieitem                       |        0 | Cream Cookie                              |                                             |
| listAllcookie                      | harvestcraft:creepercookieitem                     |        0 | Creeper Cookie                            |                                             |
| listAllcookie                      | harvestcraft:fortunecookieitem                     |        0 | Fortune Cookie                            |                                             |
| listAllcookie                      | harvestcraft:peanutbuttercookiesitem               |        0 | Peanut Butter Cookies                     |                                             |
| listAllcookie                      | harvestcraft:raisincookiesitem                     |        0 | Raisin Cookies                            |                                             |
| listAllcookie                      | harvestcraft:sugarcookieitem                       |        0 | Sugar Cookie                              |                                             |
| listAllduckcooked                  | harvestcraft:cookedtofuduckitem                    |        0 | Cooked Tofuduck                           |                                             |
| listAllduckcooked                  | harvestcraft:duckcookeditem                        |        0 | Cooked Duck                               |                                             |
| listAllduckraw                     | harvestcraft:duckrawitem                           |        0 | Raw Duck                                  |                                             |
| listAllduckraw                     | harvestcraft:groundduckitem                        |        0 | Ground Duck                               |                                             |
| listAllduckraw                     | harvestcraft:rawtofuduckitem                       |        0 | Raw Tofuduck                              |                                             |
| listAllegg                         | betteranimalsplus:goose_egg                        |        0 | Goose Egg                                 |                                             |
| listAllegg                         | betteranimalsplus:pheasant_egg                     |        0 | Pheasant Egg                              |                                             |
| listAllegg                         | betteranimalsplus:turkey_egg                       |        0 | Turkey Egg                                |                                             |
| listAllegg                         | harvestcraft:rawtofeegitem                         |        0 | Raw Tofeeg                                |                                             |
| listAllegg                         | minecraft:egg                                      |        0 | Egg                                       |                                             |
| listAllegg                         | primitivemobs:dodo_egg                             |        0 | Dodo Egg                                  |                                             |
| listAllfiber                       | harvestcraft:flaxitem                              |        0 | Flax                                      |                                             |
| listAllfiber                       | harvestcraft:juteitem                              |        0 | Jute                                      |                                             |
| listAllfiber                       | harvestcraft:kenafitem                             |        0 | Kenaf                                     |                                             |
| listAllfiber                       | harvestcraft:sisalitem                             |        0 | Sisal                                     |                                             |
| listAllfishcooked                  | aquaculture:food                                   |        4 | Cooked Fish Fillet                        |                                             |
| listAllfishcooked                  | betteranimalsplus:crab_meat_cooked                 |        0 | Cooked Crab Meat                          |                                             |
| listAllfishcooked                  | harvestcraft:calamaricookeditem                    |        0 | Cooked Calamari                           |                                             |
| listAllfishcooked                  | harvestcraft:cookedtofishitem                      |        0 | Cooked Tofish                             |                                             |
| listAllfishcooked                  | minecraft:cooked_cod                               |        0 | Cooked Fish                               |                                             |
| listAllfishcooked                  | minecraft:cooked_fish                              |        0 | Cooked Fish                               |                                             |
| listAllfishcooked                  | minecraft:cooked_fish                              |        1 | Cooked Salmon                             |                                             |
| listAllfishcooked                  | minecraft:cooked_salmon                            |        0 | Cooked Salmon                             |                                             |
| listAllfishfresh                   | harvestcraft:anchovyrawitem                        |        0 | Raw Anchovy                               |                                             |
| listAllfishfresh                   | harvestcraft:bassrawitem                           |        0 | Raw Bass                                  |                                             |
| listAllfishfresh                   | harvestcraft:calamarirawitem                       |        0 | Raw Calamari                              |                                             |
| listAllfishfresh                   | harvestcraft:carprawitem                           |        0 | Raw Carp                                  |                                             |
| listAllfishfresh                   | harvestcraft:catfishrawitem                        |        0 | Raw Catfish                               |                                             |
| listAllfishfresh                   | harvestcraft:charrrawitem                          |        0 | Raw Charr                                 |                                             |
| listAllfishfresh                   | harvestcraft:greenheartfishitem                    |        0 | Green Heart Fish                          |                                             |
| listAllfishfresh                   | harvestcraft:grouperrawitem                        |        0 | Raw Grouper                               |                                             |
| listAllfishfresh                   | harvestcraft:herringrawitem                        |        0 | Raw Herring                               |                                             |
| listAllfishfresh                   | harvestcraft:mudfishrawitem                        |        0 | Raw Mudfish                               |                                             |
| listAllfishfresh                   | harvestcraft:perchrawitem                          |        0 | Raw Perch                                 |                                             |
| listAllfishfresh                   | harvestcraft:sardinerawitem                        |        0 | Raw Sardine                               |                                             |
| listAllfishfresh                   | harvestcraft:snapperrawitem                        |        0 | Raw Snapper                               |                                             |
| listAllfishfresh                   | harvestcraft:tilapiarawitem                        |        0 | Raw Tilapia                               |                                             |
| listAllfishfresh                   | harvestcraft:troutrawitem                          |        0 | Raw Trout                                 |                                             |
| listAllfishfresh                   | harvestcraft:tunarawitem                           |        0 | Raw Tuna                                  |                                             |
| listAllfishfresh                   | harvestcraft:walleyerawitem                        |        0 | Raw Walleye                               |                                             |
| listAllfishfresh                   | minecraft:clownfish                                |        0 | Clownfish                                 |                                             |
| listAllfishfresh                   | minecraft:cod                                      |        0 | Raw Fish                                  |                                             |
| listAllfishfresh                   | minecraft:fish                                     |    32767 | (WILDCARD)                                |                                             |
| listAllfishfresh                   | minecraft:pufferfish                               |        0 | Pufferfish                                |                                             |
| listAllfishfresh                   | minecraft:salmon                                   |        0 | Raw Salmon                                |                                             |
| listAllfishraw                     | aquaculture:food                                   |        3 | Raw Fish Fillet                           |                                             |
| listAllfishraw                     | betteranimalsplus:crab_meat_raw                    |        0 | Raw Crab Meat                             |                                             |
| listAllfishraw                     | harvestcraft:anchovyrawitem                        |        0 | Raw Anchovy                               |                                             |
| listAllfishraw                     | harvestcraft:bassrawitem                           |        0 | Raw Bass                                  |                                             |
| listAllfishraw                     | harvestcraft:calamarirawitem                       |        0 | Raw Calamari                              |                                             |
| listAllfishraw                     | harvestcraft:carprawitem                           |        0 | Raw Carp                                  |                                             |
| listAllfishraw                     | harvestcraft:catfishrawitem                        |        0 | Raw Catfish                               |                                             |
| listAllfishraw                     | harvestcraft:charrrawitem                          |        0 | Raw Charr                                 |                                             |
| listAllfishraw                     | harvestcraft:greenheartfishitem                    |        0 | Green Heart Fish                          |                                             |
| listAllfishraw                     | harvestcraft:groundfishitem                        |        0 | Ground Fish                               |                                             |
| listAllfishraw                     | harvestcraft:grouperrawitem                        |        0 | Raw Grouper                               |                                             |
| listAllfishraw                     | harvestcraft:herringrawitem                        |        0 | Raw Herring                               |                                             |
| listAllfishraw                     | harvestcraft:mudfishrawitem                        |        0 | Raw Mudfish                               |                                             |
| listAllfishraw                     | harvestcraft:perchrawitem                          |        0 | Raw Perch                                 |                                             |
| listAllfishraw                     | harvestcraft:rawtofishitem                         |        0 | Raw Tofish                                |                                             |
| listAllfishraw                     | harvestcraft:sardinerawitem                        |        0 | Raw Sardine                               |                                             |
| listAllfishraw                     | harvestcraft:snapperrawitem                        |        0 | Raw Snapper                               |                                             |
| listAllfishraw                     | harvestcraft:tilapiarawitem                        |        0 | Raw Tilapia                               |                                             |
| listAllfishraw                     | harvestcraft:troutrawitem                          |        0 | Raw Trout                                 |                                             |
| listAllfishraw                     | harvestcraft:tunarawitem                           |        0 | Raw Tuna                                  |                                             |
| listAllfishraw                     | harvestcraft:walleyerawitem                        |        0 | Raw Walleye                               |                                             |
| listAllfishraw                     | minecraft:clownfish                                |        0 | Clownfish                                 |                                             |
| listAllfishraw                     | minecraft:cod                                      |        0 | Raw Fish                                  |                                             |
| listAllfishraw                     | minecraft:fish                                     |    32767 | (WILDCARD)                                |                                             |
| listAllfishraw                     | minecraft:pufferfish                               |        0 | Pufferfish                                |                                             |
| listAllfishraw                     | minecraft:salmon                                   |        0 | Raw Salmon                                |                                             |
| listAllfruit                       | biomesoplenty:peach                                |        0 | Peach                                     |                                             |
| listAllfruit                       | biomesoplenty:pear                                 |        0 | Pear                                      |                                             |
| listAllfruit                       | biomesoplenty:persimmon                            |        0 | Persimmon                                 |                                             |
| listAllfruit                       | harvestcraft:agaveitem                             |        0 | Agave                                     |                                             |
| listAllfruit                       | harvestcraft:apricotitem                           |        0 | Apricot                                   |                                             |
| listAllfruit                       | harvestcraft:bananaitem                            |        0 | Banana                                    |                                             |
| listAllfruit                       | harvestcraft:blackberryitem                        |        0 | Blackberry                                |                                             |
| listAllfruit                       | harvestcraft:blueberryitem                         |        0 | Blueberry                                 |                                             |
| listAllfruit                       | harvestcraft:cactusfruititem                       |        0 | Cactus Fruit                              |                                             |
| listAllfruit                       | harvestcraft:cantaloupeitem                        |        0 | Cantaloupe                                |                                             |
| listAllfruit                       | harvestcraft:cherryitem                            |        0 | Cherry                                    |                                             |
| listAllfruit                       | harvestcraft:cranberryitem                         |        0 | Cranberry                                 |                                             |
| listAllfruit                       | harvestcraft:dateitem                              |        0 | Date                                      |                                             |
| listAllfruit                       | harvestcraft:dragonfruititem                       |        0 | Dragonfruit                               |                                             |
| listAllfruit                       | harvestcraft:elderberryitem                        |        0 | Elderberry                                |                                             |
| listAllfruit                       | harvestcraft:figitem                               |        0 | Fig                                       |                                             |
| listAllfruit                       | harvestcraft:gooseberryitem                        |        0 | Gooseberry                                |                                             |
| listAllfruit                       | harvestcraft:grapefruititem                        |        0 | Grapefruit                                |                                             |
| listAllfruit                       | harvestcraft:grapeitem                             |        0 | Grape                                     |                                             |
| listAllfruit                       | harvestcraft:greengrapeitem                        |        0 | Green Grape                               |                                             |
| listAllfruit                       | harvestcraft:guavaitem                             |        0 | Guava                                     |                                             |
| listAllfruit                       | harvestcraft:huckleberryitem                       |        0 | Huckleberry                               |                                             |
| listAllfruit                       | harvestcraft:juniperberryitem                      |        0 | Juniperberry                              |                                             |
| listAllfruit                       | harvestcraft:kiwiitem                              |        0 | Kiwi                                      |                                             |
| listAllfruit                       | harvestcraft:lemonitem                             |        0 | Lemon                                     |                                             |
| listAllfruit                       | harvestcraft:limeitem                              |        0 | Lime                                      |                                             |
| listAllfruit                       | harvestcraft:lycheeitem                            |        0 | Lychee                                    |                                             |
| listAllfruit                       | harvestcraft:mangoitem                             |        0 | Mango                                     |                                             |
| listAllfruit                       | harvestcraft:mulberryitem                          |        0 | Mulberry                                  |                                             |
| listAllfruit                       | harvestcraft:orangeitem                            |        0 | Orange                                    |                                             |
| listAllfruit                       | harvestcraft:papayaitem                            |        0 | Papaya                                    |                                             |
| listAllfruit                       | harvestcraft:passionfruititem                      |        0 | Passion Fruit                             |                                             |
| listAllfruit                       | harvestcraft:pawpawitem                            |        0 | Pawpaw                                    |                                             |
| listAllfruit                       | harvestcraft:peachitem                             |        0 | Peach                                     |                                             |
| listAllfruit                       | harvestcraft:pearitem                              |        0 | Pear                                      |                                             |
| listAllfruit                       | harvestcraft:persimmonitem                         |        0 | Persimmon                                 |                                             |
| listAllfruit                       | harvestcraft:pineappleitem                         |        0 | Pineapple                                 |                                             |
| listAllfruit                       | harvestcraft:plumitem                              |        0 | Plum                                      |                                             |
| listAllfruit                       | harvestcraft:pomegranateitem                       |        0 | Pomegranate                               |                                             |
| listAllfruit                       | harvestcraft:rambutanitem                          |        0 | Rambutan                                  |                                             |
| listAllfruit                       | harvestcraft:raspberryitem                         |        0 | Raspberry                                 |                                             |
| listAllfruit                       | harvestcraft:soursopitem                           |        0 | Soursop                                   |                                             |
| listAllfruit                       | harvestcraft:starfruititem                         |        0 | Starfruit                                 |                                             |
| listAllfruit                       | harvestcraft:strawberryitem                        |        0 | Strawberry                                |                                             |
| listAllfruit                       | minecraft:apple                                    |        0 | Apple                                     |                                             |
| listAllfruit                       | minecraft:chorus_fruit                             |        0 | Chorus Fruit                              |                                             |
| listAllfruit                       | natura:edibles                                     |        2 | Raspberry                                 |                                             |
| listAllfruit                       | natura:edibles                                     |        3 | Blueberry                                 |                                             |
| listAllfruit                       | natura:edibles                                     |        4 | Blackberry                                |                                             |
| listAllfruit                       | natura:edibles                                     |        5 | Maloberry                                 |                                             |
| listAllfruit                       | natura:edibles                                     |        6 | Blightberry                               |                                             |
| listAllfruit                       | natura:edibles                                     |        7 | Duskberry                                 |                                             |
| listAllfruit                       | natura:edibles                                     |        8 | Skyberry                                  |                                             |
| listAllfruit                       | natura:edibles                                     |        9 | Stingberry                                |                                             |
| listAllghastcooked                 | netherex:ghast_meat_cooked                         |        0 | Cooked Ghast Meat                         |                                             |
| listAllghastraw                    | netherex:ghast_meat_raw                            |        0 | Raw Ghast Meat                            |                                             |
| listAllgrain                       | harvestcraft:amaranthitem                          |        0 | Amaranth                                  |                                             |
| listAllgrain                       | harvestcraft:barleyitem                            |        0 | Barley                                    |                                             |
| listAllgrain                       | harvestcraft:breadfruititem                        |        0 | Breadfruit                                |                                             |
| listAllgrain                       | harvestcraft:milletitem                            |        0 | Millet                                    |                                             |
| listAllgrain                       | harvestcraft:oatsitem                              |        0 | Oats                                      |                                             |
| listAllgrain                       | harvestcraft:quinoaitem                            |        0 | Quinoa                                    |                                             |
| listAllgrain                       | harvestcraft:ryeitem                               |        0 | Rye                                       |                                             |
| listAllgrain                       | minecraft:wheat                                    |        0 | Wheat                                     |                                             |
| listAllgrain                       | natura:materials                                   |        0 | Barley                                    |                                             |
| listAllgreenveggie                 | harvestcraft:artichokeitem                         |        0 | Artichoke                                 |                                             |
| listAllgreenveggie                 | harvestcraft:asparagusitem                         |        0 | Asparagus                                 |                                             |
| listAllgreenveggie                 | harvestcraft:broccoliitem                          |        0 | Broccoli                                  |                                             |
| listAllgreenveggie                 | harvestcraft:brusselsproutitem                     |        0 | Brussel Sprout                            |                                             |
| listAllgreenveggie                 | harvestcraft:cabbageitem                           |        0 | Cabbage                                   |                                             |
| listAllgreenveggie                 | harvestcraft:celeryitem                            |        0 | Celery                                    |                                             |
| listAllgreenveggie                 | harvestcraft:cucumberitem                          |        0 | Cucumber                                  |                                             |
| listAllgreenveggie                 | harvestcraft:kaleitem                              |        0 | Kale                                      |                                             |
| listAllgreenveggie                 | harvestcraft:lettuceitem                           |        0 | Lettuce                                   |                                             |
| listAllgreenveggie                 | harvestcraft:okraitem                              |        0 | Okra                                      |                                             |
| listAllgreenveggie                 | harvestcraft:peasitem                              |        0 | Peas                                      |                                             |
| listAllgreenveggie                 | harvestcraft:seaweeditem                           |        0 | Seaweed                                   |                                             |
| listAllgreenveggie                 | harvestcraft:spiceleafitem                         |        0 | Spice Leaf                                |                                             |
| listAllgreenveggie                 | harvestcraft:spinachitem                           |        0 | Spinach                                   |                                             |
| listAllgreenveggie                 | harvestcraft:zucchiniitem                          |        0 | Zucchini                                  |                                             |
| listAllheavycream                  | harvestcraft:heavycreamitem                        |        0 | Heavy Cream                               |                                             |
| listAllheavycream                  | harvestcraft:silkentofuitem                        |        0 | Silken Tofu                               |                                             |
| listAllherb                        | harvestcraft:garlicitem                            |        0 | Garlic                                    |                                             |
| listAllicecream                    | harvestcraft:icecreamitem                          |        0 | Ice Cream                                 |                                             |
| listAllicecream                    | harvestcraft:silkentofuitem                        |        0 | Silken Tofu                               |                                             |
| listAlljuice                       | harvestcraft:applejuiceitem                        |        0 | Apple Juice                               |                                             |
| listAlljuice                       | harvestcraft:apricotjuiceitem                      |        0 | Apricot Juice                             |                                             |
| listAlljuice                       | harvestcraft:blackberryjuiceitem                   |        0 | Blackberry Juice                          |                                             |
| listAlljuice                       | harvestcraft:blueberryjuiceitem                    |        0 | Blueberry Juice                           |                                             |
| listAlljuice                       | harvestcraft:cactusfruitjuiceitem                  |        0 | Cactus Fruit Juice                        |                                             |
| listAlljuice                       | harvestcraft:carrotjuiceitem                       |        0 | Carrot Juice                              |                                             |
| listAlljuice                       | harvestcraft:cherryjuiceitem                       |        0 | Cherry Juice                              |                                             |
| listAlljuice                       | harvestcraft:cranberryjuiceitem                    |        0 | Cranberry Juice                           |                                             |
| listAlljuice                       | harvestcraft:figjuiceitem                          |        0 | Fig Juice                                 |                                             |
| listAlljuice                       | harvestcraft:grapefruitjuiceitem                   |        0 | Grapefruit Juice                          |                                             |
| listAlljuice                       | harvestcraft:grapejuiceitem                        |        0 | Grape Juice                               |                                             |
| listAlljuice                       | harvestcraft:kiwijuiceitem                         |        0 | Kiwi Juice                                |                                             |
| listAlljuice                       | harvestcraft:limejuiceitem                         |        0 | Lime Juice                                |                                             |
| listAlljuice                       | harvestcraft:mangojuiceitem                        |        0 | Mango Juice                               |                                             |
| listAlljuice                       | harvestcraft:melonjuiceitem                        |        0 | Melon Juice                               |                                             |
| listAlljuice                       | harvestcraft:orangejuiceitem                       |        0 | Orange Juice                              |                                             |
| listAlljuice                       | harvestcraft:papayajuiceitem                       |        0 | Papaya Juice                              |                                             |
| listAlljuice                       | harvestcraft:peachjuiceitem                        |        0 | Peach Juice                               |                                             |
| listAlljuice                       | harvestcraft:pearjuiceitem                         |        0 | Pear Juice                                |                                             |
| listAlljuice                       | harvestcraft:persimmonjuiceitem                    |        0 | Persimmon Juice                           |                                             |
| listAlljuice                       | harvestcraft:plumjuiceitem                         |        0 | Plum Juice                                |                                             |
| listAlljuice                       | harvestcraft:pomegranatejuiceitem                  |        0 | Pomegranate Juice                         |                                             |
| listAlljuice                       | harvestcraft:raspberryjuiceitem                    |        0 | Raspberry Juice                           |                                             |
| listAlljuice                       | harvestcraft:starfruitjuiceitem                    |        0 | Starfruit Juice                           |                                             |
| listAlljuice                       | harvestcraft:strawberryjuiceitem                   |        0 | Strawberry Juice                          |                                             |
| listAllmeatcooked                  | betteranimalsplus:pheasantcooked                   |        0 | Cooked Pheasant                           |                                             |
| listAllmeatcooked                  | betteranimalsplus:turkey_cooked                    |        0 | Cooked Turkey                             |                                             |
| listAllmeatcooked                  | betteranimalsplus:turkey_leg_cooked                |        0 | Cooked Turkey Leg                         |                                             |
| listAllmeatcooked                  | betteranimalsplus:venisoncooked                    |        0 | Cooked Venison                            |                                             |
| listAllmeatcooked                  | harvestcraft:cookedgrubitem                        |        0 | Cooked Grub                               |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofabbititem                    |        0 | Cooked Tofabbit                           |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofaconitem                     |        0 | Cooked Tofacon                            |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofeakitem                      |        0 | Cooked Tofeak                             |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofenisonitem                   |        0 | Cooked Tofenison                          |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofickenitem                    |        0 | Cooked Toficken                           |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofuduckitem                    |        0 | Cooked Tofuduck                           |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofurkeyitem                    |        0 | Cooked Tofurkey                           |                                             |
| listAllmeatcooked                  | harvestcraft:cookedtofuttonitem                    |        0 | Cooked Tofutton                           |                                             |
| listAllmeatcooked                  | harvestcraft:duckcookeditem                        |        0 | Cooked Duck                               |                                             |
| listAllmeatcooked                  | harvestcraft:turkeycookeditem                      |        0 | Cooked Turkey                             |                                             |
| listAllmeatcooked                  | harvestcraft:venisoncookeditem                     |        0 | Cooked Venison                            |                                             |
| listAllmeatcooked                  | minecraft:cooked_beef                              |        0 | Steak                                     |                                             |
| listAllmeatcooked                  | minecraft:cooked_beef                              |    32767 | (WILDCARD)                                |                                             |
| listAllmeatcooked                  | minecraft:cooked_chicken                           |        0 | Cooked Chicken                            |                                             |
| listAllmeatcooked                  | minecraft:cooked_chicken                           |    32767 | (WILDCARD)                                |                                             |
| listAllmeatcooked                  | minecraft:cooked_fish                              |    32767 | (WILDCARD)                                |                                             |
| listAllmeatcooked                  | minecraft:cooked_mutton                            |        0 | Cooked Mutton                             |                                             |
| listAllmeatcooked                  | minecraft:cooked_mutton                            |    32767 | (WILDCARD)                                |                                             |
