+--------------------------------+--------------------------------------------------------------------+---------+----------+----------------------------------------------+-----------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                              |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                                                                      |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                                                                    |
| *** ALSO ***                                                                                                                                                                                                                                                                                                                                                 |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                                                                    |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                                                                     |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                                                                    |
+--------------------------------+--------------------------------------------------------------------+---------+----------+----------------------------------------------+-----------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------+
| Mod name                       | Registry name                                                      | Item ID | Meta/dmg |                                 Display name | Recipe name                                                                                                     | Ore Dict keys                                                    |
| Galacticraft Core              | galacticraftcore:oxygen_detector                                   |    6748 |        0 |                              Oxygen Detector | galacticraftcore:oxygen_detector                                                                                |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_gear                                       |    6801 |        0 |                                  Oxygen Gear | galacticraftcore:oxygen_gear                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_mask                                       |    6800 |        0 |                                  Oxygen Mask | galacticraftcore:oxygen_mask                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_tank_heavy_full                            |    6804 |        0 |                            Heavy Oxygen Tank | galacticraftcore:oxygen_tank_heavy_full_1                                                                       |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_tank_heavy_full                            |    6804 |     2700 |                            Heavy Oxygen Tank | galacticraftcore:oxygen_tank_heavy_full                                                                         |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_tank_light_full                            |    6802 |        0 |                            Light Oxygen Tank | galacticraftcore:oxygen_tank_light_full_1                                                                       |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_tank_light_full                            |    6802 |      900 |                            Light Oxygen Tank | galacticraftcore:oxygen_tank_light_full                                                                         |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_tank_med_full                              |    6803 |        0 |                           Medium Oxygen Tank | galacticraftcore:oxygen_tank_med_full_1                                                                         |                                                                  |
| Galacticraft Core              | galacticraftcore:oxygen_tank_med_full                              |    6803 |     1800 |                           Medium Oxygen Tank | galacticraftcore:oxygen_tank_med_full                                                                           |                                                                  |
| Galacticraft Core              | galacticraftcore:panel_lighting                                    |    6773 |        0 |                      Lighting Panel (Square) | galacticraftcore:panel_lighting_0                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:panel_lighting                                    |    6773 |        1 |                   Lighting Panel (Spotlight) | galacticraftcore:panel_lighting_1                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:panel_lighting                                    |    6773 |        2 |                      Lighting Panel (Linear) | galacticraftcore:panel_lighting_2                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:panel_lighting                                    |    6773 |        3 |                        Lighting Panel (Dark) | galacticraftcore:panel_lighting_3                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:panel_lighting                                    |    6773 |        4 |                        Lighting Panel (Dark) | galacticraftcore:panel_lighting_4                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        0 |                                    Parachute | galacticraftcore:parachute_0                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        0 |                                    Parachute | galacticraftcore:parachute_0_alt                                                                                |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        1 |                              Black Parachute | galacticraftcore:parachute_1                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        2 |                         Light Blue Parachute | galacticraftcore:parachute_2                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        3 |                               Lime Parachute | galacticraftcore:parachute_3                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        4 |                              Brown Parachute | galacticraftcore:parachute_4                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        5 |                               Blue Parachute | galacticraftcore:parachute_5                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        6 |                               Gray Parachute | galacticraftcore:parachute_6                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        7 |                              Green Parachute | galacticraftcore:parachute_7                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        8 |                         Light Gray Parachute | galacticraftcore:parachute_8                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |        9 |                            Magenta Parachute | galacticraftcore:parachute_9                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |       10 |                             Orange Parachute | galacticraftcore:parachute_10                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |       11 |                               Pink Parachute | galacticraftcore:parachute_11                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |       12 |                             Purple Parachute | galacticraftcore:parachute_12                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |       13 |                                Red Parachute | galacticraftcore:parachute_13                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |       14 |                               Cyan Parachute | galacticraftcore:parachute_14                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:parachute                                         |    6843 |       15 |                             Yellow Parachute | galacticraftcore:parachute_15                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:platform                                          |    6796 |        0 |                           Hydraulic Platform | galacticraftcore:platform                                                                                       |                                                                  |
| Galacticraft Core              | galacticraftcore:prelaunch_checklist                               |    6844 |        0 |                         Pre-Launch Checklist | galacticraftcore:prelaunch_checklist                                                                            |                                                                  |
| Galacticraft Core              | galacticraftcore:refinery                                          |    6752 |        0 |                                     Refinery | galacticraftcore:refinery                                                                                       |                                                                  |
| Galacticraft Core              | galacticraftcore:rocket_fins                                       |    6825 |        0 |                                  Rocket Fins | galacticraftcore:rocket_fins                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:rocket_workbench                                  |    6755 |        0 |                               NASA Workbench | galacticraftcore:rocket_workbench                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:sealer                                            |    6747 |        0 |                                Oxygen Sealer | galacticraftcore:sealer                                                                                         |                                                                  |
| Galacticraft Core              | galacticraftcore:sensor_glasses                                    |    6807 |        0 |                               Sensor Glasses | galacticraftcore:sensor_glasses                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:sensor_lens                                       |    6806 |        0 |                                  Sensor Lens | galacticraftcore:sensor_lens                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:slab_gc_half                                      |    6790 |        0 |                          Tin Decoration Slab | galacticraftcore:slab_gc_half_0                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:slab_gc_half                                      |    6790 |        1 |                          Tin Decoration Slab | galacticraftcore:slab_gc_half_1                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:slab_gc_half                                      |    6790 |        2 |                               Moon Rock Slab | galacticraftcore:slab_gc_half_2                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:slab_gc_half                                      |    6790 |        3 |                      Moon Dungeon Brick Slab | galacticraftcore:slab_gc_half_3                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:slab_gc_half                                      |    6790 |        4 |                        Mars Cobblestone Slab | galacticraftcore:slab_gc_half_4                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:slab_gc_half                                      |    6790 |        5 |                      Mars Dungeon Brick Slab | galacticraftcore:slab_gc_half_5                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:solar                                             |    6766 |        0 |                            Basic Solar Panel | galacticraftcore:solar_0                                                                                        |                                                                  |
| Galacticraft Core              | galacticraftcore:solar                                             |    6766 |        4 |                         Advanced Solar Panel | galacticraftcore:solar_4                                                                                        |                                                                  |
| Galacticraft Core              | galacticraftcore:space_glass_clear                                 |    6759 |        0 |                         Vacuum Glass (Clear) | galacticraftcore:space_glass_clear_0                                                                            |                                                                  |
| Galacticraft Core              | galacticraftcore:space_glass_clear                                 |    6759 |        1 |                         Vacuum Glass (Clear) | galacticraftcore:space_glass_clear_1                                                                            |                                                                  |
| Galacticraft Core              | galacticraftcore:space_glass_strong                                |    6761 |        0 |                        Vacuum Glass (Strong) | galacticraftcore:space_glass_strong_0                                                                           |                                                                  |
| Galacticraft Core              | galacticraftcore:space_glass_strong                                |    6761 |        1 |                        Vacuum Glass (Strong) | galacticraftcore:space_glass_strong_1                                                                           |                                                                  |
| Galacticraft Core              | galacticraftcore:space_glass_vanilla                               |    6760 |        0 |                                 Vacuum Glass | galacticraftcore:space_glass_vanilla_0                                                                          |                                                                  |
| Galacticraft Core              | galacticraftcore:space_glass_vanilla                               |    6760 |        1 |                                 Vacuum Glass | galacticraftcore:space_glass_vanilla_1                                                                          |                                                                  |
| Galacticraft Core              | galacticraftcore:spin_thruster                                     |    6778 |        0 |                                Spin Thruster | galacticraftcore:spin_thruster                                                                                  |                                                                  |
| Galacticraft Core              | galacticraftcore:standard_wrench                                   |    6808 |        0 |                              Standard Wrench | galacticraftcore:standard_wrench                                                                                |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_axe                                         |    6810 |        0 |                               Heavy Duty Axe | galacticraftcore:steel_axe                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_axe                                         |    6810 |        0 |                               Heavy Duty Axe | galacticraftcore:steel_axe_alt                                                                                  |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_boots                                       |    6817 |        0 |                             Heavy Duty Boots | galacticraftcore:steel_boots                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_chestplate                                  |    6815 |        0 |                        Heavy Duty Chestplate | galacticraftcore:steel_chestplate                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_helmet                                      |    6814 |        0 |                            Heavy Duty Helmet | galacticraftcore:steel_helmet                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_hoe                                         |    6811 |        0 |                               Heavy Duty Hoe | galacticraftcore:steel_hoe                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_hoe                                         |    6811 |        0 |                               Heavy Duty Hoe | galacticraftcore:steel_hoe_alt                                                                                  |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_leggings                                    |    6816 |        0 |                          Heavy Duty Leggings | galacticraftcore:steel_leggings                                                                                 |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_pickaxe                                     |    6809 |        0 |                           Heavy Duty Pickaxe | galacticraftcore:steel_pickaxe                                                                                  |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_pole                                        |    6826 |        0 |                                   Steel Pole | galacticraftcore:steel_pole                                                                                     |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_shovel                                      |    6812 |        0 |                            Heavy Duty Shovel | galacticraftcore:steel_shovel                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:steel_sword                                       |    6813 |        0 |                             Heavy Duty Sword | galacticraftcore:steel_sword                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:telemetry                                         |    6780 |        0 |                               Telemetry Unit | galacticraftcore:telemetry                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:tin_stairs_1                                      |    6785 |        0 |                        Tin Decoration Stairs | galacticraftcore:tin_stairs_1                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:tin_stairs_1                                      |    6785 |        0 |                        Tin Decoration Stairs | galacticraftcore:tin_stairs_1_alt                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:tin_stairs_2                                      |    6786 |        0 |                        Tin Decoration Stairs | galacticraftcore:tin_stairs_2                                                                                   |                                                                  |
| Galacticraft Core              | galacticraftcore:tin_stairs_2                                      |    6786 |        0 |                        Tin Decoration Stairs | galacticraftcore:tin_stairs_2_alt                                                                               |                                                                  |
| Galacticraft Core              | galacticraftcore:view_screen                                       |    6779 |        0 |                               Display Screen | galacticraftcore:view_screen                                                                                    |                                                                  |
| Galacticraft Core              | galacticraftcore:wall_gc                                           |    6789 |        0 |                          Tin Decoration Wall | galacticraftcore:wall_gc_0                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:wall_gc                                           |    6789 |        1 |                          Tin Decoration Wall | galacticraftcore:wall_gc_1                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:wall_gc                                           |    6789 |        2 |                               Moon Rock Wall | galacticraftcore:wall_gc_2                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:wall_gc                                           |    6789 |        3 |                      Moon Dungeon Brick Wall | galacticraftcore:wall_gc_3                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:wall_gc                                           |    6789 |        4 |                        Mars Cobblestone Wall | galacticraftcore:wall_gc_4                                                                                      |                                                                  |
| Galacticraft Core              | galacticraftcore:wall_gc                                           |    6789 |        5 |                      Mars Dungeon Brick Wall | galacticraftcore:wall_gc_5                                                                                      |                                                                  |
| Galacticraft Core              | minecraft:cobblestone                                              |       4 |        0 |                                  Cobblestone | galacticraftcore:cobblestone                                                                                    | cobblestone,materialStoneTool                                    |
| Galacticraft Core              | minecraft:cobblestone                                              |       4 |        0 |                                  Cobblestone | galacticraftcore:cobblestone_alt                                                                                | cobblestone,materialStoneTool                                    |
| Galacticraft Core              | minecraft:cobblestone                                              |       4 |        0 |                                  Cobblestone | galacticraftcore:cobblestone_alt_alt                                                                            | cobblestone,materialStoneTool                                    |
| Galacticraft Core              | minecraft:dye                                                      |     351 |        2 |                                 Cactus Green | galacticraftcore:dye_2                                                                                          | dye,dyeGreen                                                     |
| Galacticraft Core              | minecraft:furnace                                                  |      61 |        0 |                                      Furnace | galacticraftcore:furnace                                                                                        |                                                                  |
| Galacticraft Core              | minecraft:lit_pumpkin                                              |      91 |        0 |                               Jack o'Lantern | galacticraftcore:lit_pumpkin                                                                                    |                                                                  |
| Galacticraft Core              | minecraft:slime_ball                                               |     341 |        0 |                                    Slimeball | galacticraftcore:slime_ball                                                                                     | slimeball,slimeballGreen                                         |
| Galacticraft Planets           | galacticraftplanets:asteroids_block                                |    6875 |        7 |                               Titanium Block | galacticraftplanets:asteroids_block_7                                                                           | blockTitanium                                                    |
| Galacticraft Planets           | galacticraftplanets:atmospheric_valve                              |    6890 |        0 |                            Atmospheric Valve | galacticraftplanets:atmospheric_valve                                                                           |                                                                  |
| Galacticraft Planets           | galacticraftplanets:atomic_battery                                 |    6920 |        0 |                               Atomic Battery | galacticraftplanets:atomic_battery                                                                              |                                                                  |
| Galacticraft Planets           | galacticraftplanets:basic_item_venus                               |    6917 |        3 |                            Isothermal Fabric | galacticraftplanets:basic_item_venus_3                                                                          |                                                                  |
| Galacticraft Planets           | galacticraftplanets:basic_item_venus                               |    6917 |        5 |                            Solar Array Panel | galacticraftplanets:basic_item_venus_5                                                                          |                                                                  |
| Galacticraft Planets           | galacticraftplanets:beam_receiver                                  |    6878 |        0 |                         Energy Beam Receiver | galacticraftplanets:beam_receiver                                                                               |                                                                  |
| Galacticraft Planets           | galacticraftplanets:beam_reflector                                 |    6877 |        0 |                        Energy Beam Reflector | galacticraftplanets:beam_reflector                                                                              |                                                                  |
| Galacticraft Planets           | galacticraftplanets:beam_reflector                                 |    6877 |        0 |                        Energy Beam Reflector | galacticraftplanets:beam_reflector_alt                                                                          |                                                                  |
| Galacticraft Planets           | galacticraftplanets:carbon_fragments                               |    6860 |        0 |                            Fragmented Carbon | galacticraftplanets:carbon_fragments                                                                            |                                                                  |
| Galacticraft Planets           | galacticraftplanets:carbon_fragments                               |    6860 |        0 |                            Fragmented Carbon | galacticraftplanets:carbon_fragments_alt                                                                        |                                                                  |
| Galacticraft Planets           | galacticraftplanets:carbon_fragments                               |    6860 |        0 |                            Fragmented Carbon | galacticraftplanets:carbon_fragments_alt_alt                                                                    |                                                                  |
| Galacticraft Planets           | galacticraftplanets:carbon_fragments                               |    6860 |        0 |                            Fragmented Carbon | galacticraftplanets:carbon_fragments_alt_alt_alt                                                                |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_axe                                       |    6864 |        0 |                                     Desh Axe | galacticraftplanets:desh_axe                                                                                    |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_axe                                       |    6864 |        0 |                                     Desh Axe | galacticraftplanets:desh_axe_alt                                                                                |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_boots                                     |    6871 |        0 |                                   Desh Boots | galacticraftplanets:desh_boots                                                                                  |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_chestplate                                |    6869 |        0 |                              Desh Chestplate | galacticraftplanets:desh_chestplate                                                                             |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_helmet                                    |    6868 |        0 |                                  Desh Helmet | galacticraftplanets:desh_helmet                                                                                 |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_hoe                                       |    6865 |        0 |                                     Desh Hoe | galacticraftplanets:desh_hoe                                                                                    |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_hoe                                       |    6865 |        0 |                                     Desh Hoe | galacticraftplanets:desh_hoe_alt                                                                                |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_leggings                                  |    6870 |        0 |                                Desh Leggings | galacticraftplanets:desh_leggings                                                                               |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_pick                                      |    6862 |        0 |                                 Desh Pickaxe | galacticraftplanets:desh_pick                                                                                   |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_spade                                     |    6866 |        0 |                                  Desh Shovel | galacticraftplanets:desh_spade                                                                                  |                                                                  |
| Galacticraft Planets           | galacticraftplanets:desh_sword                                     |    6867 |        0 |                                   Desh Sword | galacticraftplanets:desh_sword                                                                                  |                                                                  |
| Galacticraft Planets           | galacticraftplanets:geothermal_generator                           |    6910 |        0 |                         Geothermal Generator | galacticraftplanets:geothermal_generator                                                                        |                                                                  |
| Galacticraft Planets           | galacticraftplanets:grapple                                        |    6882 |        0 |                                      Grapple | galacticraftplanets:grapple                                                                                     |                                                                  |
| Galacticraft Planets           | galacticraftplanets:heavy_nose_cone                                |    6891 |        0 |                              Heavy Nose Cone | galacticraftplanets:heavy_nose_cone_0                                                                           |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_asteroids                           |    6886 |        0 |                               Titanium Ingot | galacticraftplanets:item_basic_asteroids_0                                                                      | ingotTitanium                                                    |
| Galacticraft Planets           | galacticraftplanets:item_basic_asteroids                           |    6886 |        1 |                          Heavy Rocket Engine | galacticraftplanets:item_basic_asteroids_1                                                                      |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_asteroids                           |    6886 |        1 |                          Heavy Rocket Engine | galacticraftplanets:item_basic_asteroids_1_alt                                                                  |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_asteroids                           |    6886 |        2 |                            Heavy Rocket Fins | galacticraftplanets:item_basic_asteroids_2                                                                      |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_asteroids                           |    6886 |        2 |                            Heavy Rocket Fins | galacticraftplanets:item_basic_asteroids_2_alt                                                                  |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_asteroids                           |    6886 |        7 |                                Thermal Cloth | galacticraftplanets:item_basic_asteroids_7                                                                      |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_asteroids                           |    6886 |        8 |                                    Beam Core | galacticraftplanets:item_basic_asteroids_8                                                                      |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_mars                                |    6861 |        1 |                                   Desh Stick | galacticraftplanets:item_basic_mars_1                                                                           |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_mars                                |    6861 |        2 |                                   Desh Ingot | galacticraftplanets:item_basic_mars_2                                                                           | ingotDesh                                                        |
| Galacticraft Planets           | galacticraftplanets:item_basic_mars                                |    6861 |        4 |                      Slimeling Inventory Bag | galacticraftplanets:item_basic_mars_4                                                                           |                                                                  |
| Galacticraft Planets           | galacticraftplanets:item_basic_mars                                |    6861 |        6 |                            Fluid Manipulator | galacticraftplanets:item_basic_mars_6                                                                           |                                                                  |
| Galacticraft Planets           | galacticraftplanets:mars                                           |    6851 |        8 |                                Block of Desh | galacticraftplanets:mars_8                                                                                      | blockDesh                                                        |
| Galacticraft Planets           | galacticraftplanets:mars_machine                                   |    6855 |        0 |                                  Terraformer | galacticraftplanets:mars_machine_0                                                                              |                                                                  |
| Galacticraft Planets           | galacticraftplanets:mars_machine                                   |    6855 |        4 |                            Cryogenic Chamber | galacticraftplanets:mars_machine_4                                                                              |                                                                  |
| Galacticraft Planets           | galacticraftplanets:mars_machine                                   |    6855 |        8 |                            Launch Controller | galacticraftplanets:mars_machine_8                                                                              |                                                                  |
| Galacticraft Planets           | galacticraftplanets:mars_machine_t2                                |    6856 |        0 |                                Gas Liquefier | galacticraftplanets:mars_machine_t2_0                                                                           |                                                                  |
